297,0,340,243,131,447
298,1,175,901,772,638
299,1,442,699,381,359
300,1,340,279,855,295
301,1,173,985,410,839
302,0,900,253,857,665
303,1,413,565,116,607
304,1,61,553,51,598
305,3,730,973,933,183
306,0,110,512,453,227
307,1,650,665,791,291
308,1,762,73,392,393
309,1,692,149,807,720
310,0,410,708,504,419
311,1,725,772,507,86
312,0,588,371,491,984
313,0,470,324,802,824
314,1,730,601,913,107
315,0,247,669,995,707
316,1,700,691,318,328
317,0,960,470,250,567
318,1,576,891,746,395
319,0,784,210,836,225
320,1,855,845,676,15
321,1,40,245,85,813
322,1,284,355,459,622
323,5,938,339,203,223
324,1,453,882,530,567
325,4,632,47,654,522
326,1,17,529,492,526
327,0,757,399,912,545
328,1,287,786,576,271
329,3,648,590,90,851
330,5,752,588,313,388
331,0,147,16,259,452
332,0,938,114,635,816
333,0,434,211,421,800
334,0,600,773,946,289
335,0,261,529,14,591
336,0,666,210,170,378
337,1,355,443,125,963
338,0,849,749,108,587
339,1,176,62,893,233
340,1,87,139,900,924
341,1,522,99,180,732
342,0,55,529,86,663
343,1,686,656,197,275
344,0,500,784,686,599
345,0,860,120,892,220
346,1,126,783,35,113
347,3,620,773,496,245
348,1,882,287,452,936
349,3,615,583,136,166
350,1,398,379,665,158
351,1,479,581,154,697
352,0,615,539,222,32
353,1,639,838,836,197
354,0,214,858,144,485
355,1,272,716,70,684
356,1,317,582,232,566
357,1,373,719,793,898
358,1,16,4,708,420
359,1,637,635,789,514
360,1,192,947,257,262
361,0,625,156,96,515
362,0,39,181,621,398
363,5,581,494,891,523
364,0,566,764,464,618
365,1,531,346,940,957
366,0,110,772,274,858
367,1,677,674,506,246
368,1,545,447,445,739
369,3,115,563,859,497
370,1,461,835,390,823
371,0,874,539,439,150
372,0,453,912,644,836
373,1,936,892,804,542
374,0,529,655,165,724
375,1,746,833,63,84
376,1,805,224,629,802
377,1,507,933,135,216
378,1,707,907,731,144
379,1,842,319,323,988
380,2,849,94,931,71
381,1,388,460,65,663
382,1,958,366,248,848
383,1,76,730,615,866
384,1,670,122,782,955
385,1,738,749,695,460
386,1,745,508,444,108
387,1,818,49,907,635
388,1,891,765,177,131
389,1,63,905,271,794
390,1,997,736,679,85
391,1,640,72,600,644
392,0,252,153,853,744
393,1,456,757,646,525
394,1,729,18,432,598
395,1,292,7,889,434
396,3,686,17,255,863
397,0,260,836,699,386
398,1,784,608,832,59
399,0,810,420,988,172
400,1,218,762,373,867
401,2,722,368,114,950
402,0,584,290,617,457
403,3,575,612,615,865
404,1,800,186,601,68
405,3,429,845,428,59
406,0,953,94,863,296
407,3,415,626,915,124
408,1,362,61,724,869
409,0,391,382,183,143
410,1,861,476,292,668
411,1,64,674,957,124
412,4,877,929,808,927
413,1,377,185,531,228
414,1,886,429,468,178
415,0,483,73,406,485
416,4,79,656,745,605
417,5,320,621,431,929
418,0,764,260,670,5
419,5,454,129,600,774
420,1,479,172,43,372
421,0,291,373,247,158
422,1,482,635,872,839
423,0,309,786,342,40
424,1,795,587,297,107
425,1,787,48,290,156
426,1,907,433,55,159
427,0,713,728,430,834
428,0,549,402,457,13
429,1,19,762,525,319
430,0,640,734,17,898
431,1,411,251,409,96
432,1,742,616,162,308
433,1,527,593,6,215
434,4,957,333,207,788
435,2,296,479,409,118
436,1,671,97,992,73
437,1,712,806,896,483
438,1,284,264,917,385
439,0,328,580,222,214
440,3,812,423,79,800
441,0,946,3,378,188
442,1,808,584,60,696
443,0,463,879,972,187
444,1,199,278,26,15
445,1,401,832,599,95
446,1,514,472,29,195
447,1,983,696,879,121
448,4,466,955,169,807
449,1,313,936,406,80
450,0,5,812,177,193
451,0,723,347,288,229
452,1,218,861,2,290
453,0,775,470,157,800
454,0,596,211,69,425
455,0,203,231,427,86
456,0,462,321,471,49
457,1,44,58,196,353
458,0,772,175,155,9
459,1,479,161,294,683
460,3,956,183,251,948
461,1,83,552,26,126
462,1,693,998,360,916
463,0,663,125,804,177
464,1,880,926,490,772
465,1,32,327,137,367
466,4,223,914,32,35
467,1,254,791,9,511
468,1,129,633,620,885
469,1,883,407,316,704
470,1,961,278,631,521
471,1,79,315,271,869
472,1,61,379,757,428
473,1,202,627,331,794
474,1,766,869,832,339
475,1,305,992,142,726
476,1,750,953,345,84
477,1,130,391,125,490
478,1,754,413,458,782
479,0,994,844,318,412
480,1,537,247,433,528
481,0,448,689,774,913
482,3,428,966,385,105
483,0,755,347,922,949
484,3,837,344,153,528
485,1,776,844,561,584
486,1,396,699,506,393
487,0,458,465,865,691
488,0,902,632,607,135
489,1,839,953,665,634
490,1,497,957,652,969
491,0,268,820,690,183
492,1,958,543,185,831
493,0,828,647,591,247
494,0,918,277,77,888
495,1,839,206,366,237
496,1,237,572,782,852
497,0,32,692,707,479
498,1,814,715,567,396
499,0,178,469,353,394
500,1,517,618,52,146
501,1,541,125,540,692
502,1,886,459,971,110
503,0,494,140,699,932
504,0,165,345,443,22
505,1,712,358,976,319
506,1,105,716,420,592
507,1,863,394,479,331
508,5,645,712,98,216
509,1,627,247,666,929
510,0,711,78,381,412
511,1,204,613,128,348
512,0,725,149,318,994
513,0,240,746,751,976
514,0,315,307,58,271
515,1,764,879,432,739
516,1,32,603,99,488
517,0,433,409,252,38
518,1,971,275,822,240
519,0,934,750,753,164
520,1,840,524,453,248
521,1,977,185,479,825
522,1,429,78,149,636
523,0,701,249,75,123
524,1,809,96,868,270
525,0,15,649,929,223
526,5,714,86,462,680
527,1,47,628,954,286
528,1,93,702,1,130
529,1,948,459,952,392
530,1,922,534,931,995
531,0,468,47,617,408
532,0,38,78,507,536
533,1,955,254,620,141
534,0,434,506,694,689
535,0,752,768,649,684
536,1,912,326,769,667
537,1,435,910,625,5
538,1,102,82,815,792
539,0,217,556,639,616
540,1,312,22,355,635
541,1,330,429,612,646
542,0,366,214,302,815
543,1,454,169,986,909
544,1,958,805,91,541
545,0,461,100,683,967
546,0,898,685,607,359
547,1,950,122,826,802
548,0,621,893,687,619
549,1,662,35,823,853
550,5,600,548,379,430
551,4,837,484,661,268
552,1,737,895,328,752
553,1,804,571,346,903
554,1,998,843,390,707
555,0,846,735,288,534
556,1,316,826,207,882
557,1,752,547,622,397
558,1,429,137,891,892
559,1,622,315,112,810
560,1,648,437,645,907
561,1,523,279,662,256
562,1,942,534,618,765
563,0,887,777,965,169
564,1,972,252,9,39
565,1,102,280,603,717
566,1,904,171,34,949
567,1,565,844,879,390
568,4,914,415,81,906
569,1,889,94,589,435
570,0,330,131,753,953
571,0,883,101,992,811
572,0,513,533,81,997
573,0,682,859,604,468
574,1,429,848,398,103
575,1,305,987,190,369
576,1,722,311,215,579
577,1,307,481,548,663
578,1,119,691,847,74
579,1,273,163,673,324
580,3,306,913,751,64
581,1,536,558,928,436
582,1,213,314,185,309
583,1,54,83,707,478
584,3,538,895,266,362
585,0,616,710,924,243
586,0,117,823,510,648
587,0,967,86,242,470
588,1,152,471,953,948
589,3,789,444,478,665
590,0,839,123,21,886
591,1,768,640,74,560
592,1,452,4,472,617
593,1,381,471,244,215
594,0,216,431,979,267
595,0,179,182,96,11
596,1,702,435,971,784
597,1,110,847,169,57
598,1,47,555,953,951
599,0,73,765,230,128
600,0,661,343,379,235
601,1,97,572,551,485
602,1,642,714,767,250
603,1,35,369,419,623
604,0,893,964,205,764
605,1,109,51,10,942
606,1,453,82,263,378
607,1,104,100,847,786
608,1,531,622,294,232
609,1,61,497,923,326
610,0,86,975,599,260
611,1,419,39,272,140
612,1,65,351,706,569
613,3,341,640,372,213
614,0,533,464,8,102
615,1,513,342,712,15
616,1,816,957,126,513
617,1,552,217,76,841
618,4,954,703,387,69
619,4,493,899,693,215
620,1,703,566,702,539
621,3,296,181,42,506
622,1,209,409,379,955
623,1,579,464,764,897
624,0,519,299,825,419
625,0,691,558,761,63
626,1,485,106,810,312
627,1,822,996,851,960
628,1,428,26,156,188
629,1,104,86,415,509
630,1,466,568,767,17
631,3,830,966,852,642
632,1,232,66,163,766
633,0,314,348,539,166
634,0,236,594,722,101
635,0,12,340,265,782
636,5,975,453,252,506
637,4,219,97,384,725
638,0,284,491,545,946
639,3,538,939,200,427
640,1,965,337,190,327
641,3,54,833,453,71
642,1,808,898,415,20
643,1,118,15,665,822
644,1,2,247,234,865
645,1,68,418,416,42
646,1,730,357,668,325
647,1,92,858,302,876
648,1,205,436,270,900
649,1,653,199,77,126
650,1,748,863,941,470
651,0,558,816,593,964
652,1,422,133,571,250
653,3,39,663,491,78
654,1,560,976,649,935
655,1,410,850,143,504
656,5,730,598,529,685
657,0,317,30,403,217
658,0,56,644,153,136
659,1,927,79,833,612
660,1,364,186,375,347
661,1,384,136,405,37
662,4,229,860,602,945
663,1,866,549,635,563
664,1,446,40,946,230
665,0,423,472,463,466
666,1,156,664,492,534
667,0,186,110,939,455
668,1,735,264,978,845
669,5,416,79,364,121
670,0,872,480,759,375
671,1,979,247,468,848
672,0,998,732,112,131
673,1,776,412,585,276
674,1,541,630,589,118
675,1,362,592,177,463
676,0,577,995,708,71
677,1,163,931,930,440
678,1,350,487,87,344
679,1,49,254,440,637
680,1,437,926,223,821
681,1,659,318,478,522
682,1,505,294,595,111
683,0,374,386,348,904
684,1,794,902,753,557
685,0,671,634,954,55
686,0,961,647,801,186
687,0,599,171,348,375
688,1,505,726,16,341
689,0,106,361,386,380
690,1,747,843,694,756
691,1,823,533,645,198
692,1,664,413,83,593
693,1,95,96,175,921
694,1,768,281,521,989
695,0,294,649,427,564
696,0,447,847,642,665
697,1,387,172,395,375
698,1,411,283,639,144
699,4,890,123,859,685
700,3,519,52,260,750
701,1,742,717,981,290
702,0,123,12,895,326
703,1,26,843,674,230
704,1,695,280,719,589
705,1,459,935,99,928
706,1,920,779,358,642
707,0,971,126,559,761
708,1,267,226,712,789
709,1,468,355,580,290
710,3,270,648,494,83
711,1,750,893,365,462
712,3,17,413,529,236
713,1,993,509,37,147
714,3,789,829,596,12
715,0,522,671,944,184
716,1,705,663,196,182
717,1,40,48,471,990
718,0,62,880,464,887
719,0,482,690,49,108
720,0,403,664,42,671
721,1,524,371,778,302
722,0,292,115,11,797
723,0,124,35,214,857
724,1,438,395,648,163
725,1,994,406,952,75
726,0,139,557,390,70
727,1,278,121,849,318
728,1,359,229,402,298
729,1,166,820,253,723
730,0,187,993,212,370
731,1,964,710,348,306
732,0,484,991,733,581
733,3,272,293,577,914
734,0,311,954,816,908
735,1,278,81,774,713
736,3,850,595,360,146
737,5,653,292,568,102
738,1,79,431,810,104
739,1,348,52,137,257
740,1,873,684,476,675
741,3,192,977,172,440
742,1,335,706,312,727
743,1,236,911,346,143
744,3,599,701,586,281
745,1,380,440,974,757
746,1,418,971,389,851
747,0,37,573,334,383
748,1,151,714,333,643
749,1,203,542,77,944
750,0,482,866,782,254
751,0,664,1,434,254
752,0,612,693,150,330
753,1,524,509,162,610
754,1,302,690,923,944
755,0,877,827,163,815
756,0,952,667,394,609
757,1,509,877,171,474
758,0,875,193,682,921
759,3,630,719,540,969
760,1,272,527,384,241
761,1,70,185,587,615
762,1,169,55,254,669
763,1,746,766,322,291
764,1,832,517,357,622
765,1,426,110,582,657
766,1,849,483,84,691
767,1,977,38,958,341
768,1,492,197,150,241
769,1,921,210,677,764
770,1,15,413,404,100
771,0,625,618,426,160
772,1,97,838,364,550
773,1,39,220,396,392
774,0,662,319,298,691
775,1,147,421,227,938
776,1,890,991,813,363
777,3,958,758,278,517
778,1,741,857,630,733
779,0,254,879,588,212
780,4,67,463,158,236
781,3,807,691,1,145
782,1,889,26,658,157
783,0,741,215,250,334
784,1,539,856,616,103
785,1,275,125,999,522
786,1,900,402,149,457
787,0,199,511,918,808
788,1,468,591,841,344
789,1,75,999,375,317
790,3,805,510,899,844
791,1,887,783,640,722
792,1,23,140,549,584
793,1,316,224,558,956
794,1,879,450,161,209
795,1,126,928,764,209
796,1,680,761,209,854
797,1,259,351,430,574
798,1,637,336,235,846
799,3,957,632,709,885
800,1,68,43,771,581
801,0,947,311,674,524
802,0,491,547,902,849
803,3,7,391,526,692
804,0,816,252,877,383
805,3,68,251,722,955
806,1,258,453,685,239
807,0,563,227,60,612
808,3,119,304,757,588
809,0,812,84,758,703
810,1,563,669,323,618
811,0,779,172,25,721
812,3,570,111,827,834
813,0,167,658,199,836
814,0,92,447,3,179
815,0,814,576,912,145
816,1,709,930,45,23
817,0,544,225,727,589
818,1,758,35,272,511
819,0,665,882,966,546
820,1,46,65,970,696
821,3,390,372,629,158
822,1,936,840,321,154
823,4,620,360,844,915
824,0,243,114,111,768
825,0,428,183,475,865
826,0,356,294,789,554
827,1,840,667,479,423
828,3,314,7,509,181
829,0,454,141,909,810
830,4,570,445,846,466
831,1,658,827,840,531
832,0,533,977,845,490
833,1,680,344,783,516
834,0,118,144,946,971
835,0,848,996,258,887
836,0,636,739,939,113
837,1,914,888,715,666
838,0,887,203,546,83
839,1,538,569,451,313
840,1,73,602,181,309
841,1,756,989,436,304
842,0,117,549,231,340
843,1,551,775,297,992
844,0,99,148,564,521
845,1,910,343,311,187
846,1,830,521,604,41
847,0,109,652,786,202
848,1,929,614,67,367
849,1,714,807,185,297
850,1,256,329,673,829
851,3,367,891,524,356
852,1,616,715,665,6
853,0,817,723,962,92
854,2,912,199,148,473
855,1,847,191,62,697
856,1,304,792,433,219
857,1,685,606,449,616
858,1,739,441,838,792
859,1,67,576,197,532
860,0,9,156,763,879
861,1,681,585,809,925
862,2,671,285,502,677
863,0,889,986,397,263
864,0,447,850,419,762
865,3,189,711,939,981
866,1,257,897,916,906
867,0,288,694,949,748
868,0,98,757,85,585
869,3,461,82,904,306
870,0,877,739,864,871
871,1,709,190,27,291
872,1,217,220,481,985
873,1,697,260,266,42
874,1,764,274,380,751
875,1,108,138,466,119
876,0,854,212,715,779
877,1,855,174,571,489
878,5,24,131,453,467
879,0,430,893,900,997
880,1,394,82,901,739
881,0,749,67,297,462
882,1,72,940,847,997
883,1,417,980,309,78
884,0,306,603,632,618
885,1,330,744,84,928
886,1,635,601,790,808
887,1,308,921,372,751
888,1,608,903,359,855
889,3,328,621,308,921
890,1,861,818,889,647
891,1,156,588,14,295
892,1,584,599,211,315
893,1,526,369,69,225
894,0,88,220,554,825
895,1,477,130,407,706
896,5,300,892,188,362
897,1,62,77,809,183
898,1,223,584,684,148
899,0,515,608,79,868
900,0,605,830,767,849
901,1,322,418,21,854
902,0,179,648,814,789
903,3,478,891,429,714
904,0,785,586,897,38
905,1,678,760,544,395
906,1,550,999,394,476
907,1,382,743,548,170
908,3,77,447,271,728
909,1,877,505,714,959
910,1,358,928,404,543
911,1,0,180,169,610
912,1,547,356,937,283
913,1,53,621,530,894
914,1,868,87,612,953
915,0,249,601,161,589
916,1,994,759,445,925
917,0,507,547,431,6
918,0,396,661,109,700
919,0,25,4,723,24
920,3,947,972,741,207
921,0,437,341,394,383
922,0,652,570,792,303
923,0,70,979,119,660
924,2,513,241,946,813
925,1,746,952,143,316
926,3,254,141,212,311
927,0,115,29,599,835
928,1,425,477,993,173
929,1,243,27,171,920
930,0,916,129,929,458
931,0,882,818,226,779
932,0,384,878,781,986
933,0,956,277,955,200
934,1,961,191,503,694
935,1,103,523,836,309
936,1,894,208,135,88
937,3,684,577,541,618
938,0,418,649,643,0
939,0,320,865,308,879
940,1,819,152,898,134
941,0,981,714,655,268
942,0,602,507,492,707
943,0,321,482,953,793
944,2,155,176,462,365
945,1,981,432,546,782
946,4,74,318,554,639
947,0,235,930,767,968
948,1,103,901,860,684
949,1,818,858,220,914
950,1,554,678,550,8
951,1,52,150,353,333
952,1,147,184,780,309
953,0,446,659,900,259
954,1,334,260,314,749
955,1,944,583,688,666
956,1,535,141,545,969
957,1,797,366,849,308
958,1,241,64,375,659
959,0,533,4,641,772
960,0,434,122,198,967
961,1,118,231,774,369
962,1,246,783,118,437
963,0,773,769,340,189
964,1,207,28,410,72
965,1,441,585,538,60
966,3,326,820,437,122
967,1,763,870,149,694
968,0,649,903,45,339
969,1,564,844,451,45
970,1,309,819,610,763
971,0,815,363,722,245
972,0,821,582,376,31
973,1,992,874,536,589
974,1,147,549,375,982
975,0,804,699,895,810
976,0,955,304,68,807
977,0,39,889,158,473
978,0,678,831,857,273
979,1,222,102,676,166
980,1,663,522,712,282
981,1,611,561,399,328
982,1,173,887,13,313
983,4,582,774,288,54
984,0,644,611,527,333
985,3,145,777,690,400
986,1,900,271,494,719
987,0,594,25,241,826
988,1,547,23,118,84
989,0,146,425,88,385
990,0,723,814,420,880
991,0,822,54,507,564
992,0,621,161,307,390
993,1,614,286,520,599
994,1,165,577,917,976
995,0,369,450,674,345
996,0,653,566,349,989
997,1,18,482,505,82
998,1,280,126,313,625
999,0,811,706,800,773
