43,0,810,574,767,173,861,339,119,320,446,636,718,170,384,991,967,808,318,494,441,600
44,1,334,801,300,85,102,486,258,901,210,104,893,793,144,549,863,903,391,919,404,113
45,1,19,479,507,99,487,83,734,98,366,131,980,104,30,329,554,733,116,593,240,186
46,0,268,780,176,790,754,635,949,10,825,116,737,15,573,330,836,413,812,133,97,222
47,1,296,341,844,85,921,884,76,371,969,688,13,952,169,257,297,919,389,735,466,740
48,1,576,270,196,691,183,231,442,232,321,592,673,655,826,313,509,600,837,13,682,407
49,1,866,37,523,16,251,309,480,303,292,571,808,930,62,145,326,853,959,955,524,804
50,1,100,248,898,298,724,925,395,930,892,310,976,239,450,576,17,337,149,664,949,352
51,0,905,82,601,191,806,679,793,996,464,240,437,463,526,221,40,911,862,402,949,253
52,1,894,10,543,404,455,156,128,721,45,636,282,583,946,376,870,211,979,379,154,987
53,1,856,355,360,480,700,720,272,233,197,351,545,785,934,137,988,42,800,796,973,824
54,0,44,246,819,480,467,588,64,677,2,966,43,808,478,16,268,435,963,878,621,487
55,4,598,571,579,295,956,800,703,90,214,303,728,481,646,26,858,414,359,596,329,426
56,0,106,847,469,489,498,993,569,638,901,642,409,680,581,616,801,998,776,904,364,706
57,0,69,456,233,631,808,784,554,775,411,568,108,769,991,864,395,705,197,357,358,473
58,3,174,806,797,401,697,196,501,756,722,572,673,248,177,936,474,228,323,51,857,601
59,3,358,869,50,450,935,440,764,525,37,190,973,288,305,479,220,647,109,529,699,633
60,0,47,834,515,699,15,400,228,836,774,652,667,32,736,367,804,226,285,780,6,528
61,1,360,973,348,691,359,540,246,597,451,208,436,807,751,112,140,294,865,35,193,238
62,1,131,419,880,466,957,976,169,245,575,890,339,31,46,125,754,451,514,136,63,661
63,1,157,324,481,825,830,213,264,405,601,16,631,810,44,805,38,723,415,856,680,689
64,0,898,930,100,388,668,89,526,806,853,410,85,873,331,592,997,260,76,338,230,715
65,0,101,934,294,266,338,576,462,715,614,178,370,823,24,164,712,500,975,362,778,955
66,3,718,996,43,692,431,709,142,758,959,466,256,100,74,19,498,454,196,221,567,706
67,1,156,553,736,359,4,317,283,573,18,172,200,987,353,406,248,166,705,362,625,509
68,0,117,570,938,947,151,278,857,708,770,722,515,650,883,748,858,728,341,922,592,440
69,1,565,668,201,244,641,29,430,851,511,411,34,23,142,311,744,118,604,570,285,418
70,0,388,348,738,396,48,501,566,300,221,320,699,806,25,970,399,184,735,883,312,878
71,1,529,450,634,494,226,369,252,301,708,493,461,940,321,750,335,995,989,870,242,943
72,0,854,743,518,486,630,624,66,324,594,873,497,818,813,686,129,216,87,714,888,810
73,0,559,403,686,694,82,315,796,376,583,423,400,956,299,794,152,130,8,483,603,267
74,1,830,817,987,629,481,522,796,89,25,810,433,900,949,911,404,401,516,104,486,999
75,1,109,17,611,507,9,654,256,166,477,645,673,459,312,303,482,802,349,533,426,383
76,1,487,161,560,32,564,791,666,674,82,204,864,787,842,442,451,646,737,659,57,558
77,1,486,375,89,551,43,815,742,558,847,521,737,517,187,149,455,758,193,160,94,346
78,0,53,537,736,205,79,85,3,829,667,69,231,377,410,699,199,454,460,894,496,613
79,1,515,513,891,481,720,429,576,774,969,29,267,856,423,906,283,832,905,171,560,589
80,0,237,598,996,342,236,190,843,824,160,186,114,899,468,992,886,55,519,756,935,340
81,0,878,480,689,912,151,71,387,838,996,143,504,719,537,373,698,590,892,946,634,98
82,0,316,45,765,324,332,459,445,220,310,553,586,639,517,149,143,101,411,75,534,315
83,1,534,782,871,429,431,501,126,96,751,808,681,116,354,597,488,169,854,93,154,197
84,1,772,818,940,789,458,525,505,81,117,791,415,247,877,881,890,894,385,745,601,328
85,0,184,234,74,165,113,837,145,699,948,905,931,54,767,262,834,998,509,735,444,222
86,0,186,288,875,987,767,893,347,507,113,129,953,91,778,407,443,149,857,231,684,666
87,0,686,357,130,22,95,561,737,143,751,179,172,728,135,48,90,442,228,57,912,792
88,1,489,708,109,250,129,908,668,201,7,155,631,999,537,54,52,370,585,439,739,344
89,0,166,890,704,492,937,412,202,587,517,598,850,228,349,639,474,542,58,506,212,605
90,3,169,154,904,838,145,224,858,103,689,850,55,362,108,807,569,721,719,366,407,379
91,1,446,454,856,257,200,234,993,740,516,59,822,708,306,164,382,23,34,804,568,735
92,1,935,605,640,768,858,28,702,350,657,332,33,183,641,803,96,408,525,765,433,623
93,1,696,360,44,345,439,725,325,385,762,285,220,346,980,851,413,819,623,788,164,658
94,1,592,496,199,317,484,974,3,500,624,751,458,993,360,747,392,550,263,875,521,864
95,1,737,493,570,634,632,662,511,452,164,108,999,970,258,409,253,42,923,62,383,742
96,1,290,909,78,77,557,926,725,641,6,85,527,374,862,171,916,340,659,975,784,378
97,1,921,927,287,52,141,508,712,949,485,516,354,284,754,988,575,694,749,859,647,599
98,1,345,847,798,335,164,21,256,430,413,305,547,434,708,393,478,530,716,914,802,210
99,0,919,440,438,152,946,403,589,264,735,342,734,609,487,514,980,955,528,258,436,358
100,0,779,232,858,761,64,529,824,598,723,115,897,581,351,786,243,832,661,179,454,39
101,3,856,467,422,641,269,70,424,772,823,485,875,338,929,508,887,648,942,741,479,611
102,0,415,959,983,496,168,655,632,148,51,272,175,494,947,273,637,917,268,764,903,827
103,1,816,922,656,156,102,601,847,136,416,596,779,636,343,254,653,853,547,220,282,225
104,1,174,612,145,24,472,274,896,406,967,456,961,629,362,848,611,919,197,660,655,787
105,1,830,809,668,499,672,89,922,892,839,179,752,665,277,712,979,947,272,2,900,479
106,1,317,857,830,863,533,124,408,916,558,900,865,306,560,520,796,296,807,127,829,844
107,1,950,513,591,908,234,580,378,458,777,639,262,368,974,6,124,654,792,596,320,764
108,4,538,6,753,279,45,174,553,514,468,594,260,612,604,315,736,628,199,701,483,204
109,1,901,435,297,111,674,796,131,848,772,14,955,187,413,181,713,152,845,752,740,203
110,1,124,898,769,506,956,984,786,26,771,900,365,184,986,90,527,908,940,6,91,255
111,0,599,67,308,387,404,927,865,49,644,592,44,259,997,469,730,619,659,117,998,461
112,4,535,25,515,720,607,431,863,622,439,848,67,395,411,509,177,190,289,266,897,586
113,3,984,615,602,519,968,216,489,524,92,803,368,954,766,449,844,310,613,955,46,919
114,0,236,725,657,525,855,132,140,494,757,83,674,30,658,181,854,3,287,747,534,229
115,3,587,11,887,733,488,468,875,243,960,762,22,606,878,421,853,356,192,935,649,621
116,1,924,981,692,685,848,33,619,357,747,321,341,315,278,578,597,983,55,949,91,98
117,0,772,525,13,656,203,838,767,301,739,245,417,704,132,966,106,23,906,394,481,855
118,1,648,749,198,34,428,278,202,41,609,42,361,105,560,671,451,820,540,564,304,176
119,1,121,860,241,585,950,747,344,600,475,283,224,10,214,459,246,955,95,858,863,144
120,1,931,222,630,154,595,848,701,291,839,923,417,637,453,536,300,765,317,933,559,929
121,0,523,168,802,904,373,753,528,164,252,267,558,216,189,371,433,787,946,166,366,786
122,1,679,471,933,441,703,7,139,824,110,630,423,333,290,544,688,67,712,476,511,124
123,0,11,80,198,486,122,474,921,7,629,121,60,265,230,824,791,664,330,378,240,781
124,1,102,827,112,641,218,702,490,663,672,476,128,988,248,651,824,456,588,198,444,926
125,0,252,203,89,366,109,202,220,164,323,641,583,91,768,943,799,243,183,926,937,770
126,0,427,125,599,717,723,620,250,478,520,751,252,481,192,511,354,757,453,70,548,918
127,1,749,389,420,17,466,419,297,604,126,79,318,717,924,215,285,292,945,880,120,831
128,1,80,451,395,872,816,935,343,234,141,292,246,317,503,147,952,701,37,324,652,513
129,0,625,793,643,725,180,161,766,140,363,571,945,581,633,5,933,474,82,450,11,898
130,0,414,718,740,662,928,703,322,183,282,204,221,858,876,980,912,711,136,966,143,482
131,3,879,930,911,959,423,567,427,634,831,199,110,651,71,432,633,898,319,635,840,277
132,1,243,602,961,739,427,14,270,915,846,65,361,77,588,117,431,421,584,908,827,914
133,1,473,794,497,905,360,127,131,273,265,699,252,101,631,958,137,167,762,614,663,427
134,1,281,355,108,513,6,889,54,825,961,544,537,903,795,399,509,437,571,679,229,153
135,0,834,905,32,973,725,334,231,274,767,732,299,462,552,384,627,797,425,841,168,629
136,1,478,773,973,572,498,260,579,525,14,533,174,327,697,806,474,634,687,545,331,268
137,1,684,649,762,573,296,408,218,508,816,888,665,380,404,500,658,15,949,518,205,754
138,1,552,984,492,331,676,725,365,322,384,702,325,707,745,954,400,781,569,489,413,614
139,0,236,698,583,334,357,135,607,897,189,818,327,142,320,344,122,328,310,488,615,759
140,5,413,567,393,511,905,367,181,406,948,227,538,358,104,590,348,664,699,69,303,596
141,1,230,368,831,999,731,587,504,106,475,59,449,695,115,91,125,5,118,200,933,715
142,1,829,325,335,765,7,285,112,218,782,485,940,834,947,984,410,126,812,387,45,489
143,0,729,522,772,574,423,285,894,448,231,677,11,851,464,743,996,965,152,267,149,123
144,1,422,182,334,987,604,291,370,550,646,544,327,705,15,871,25,722,203,657,916,591
145,1,336,146,277,240,674,369,29,603,945,253,585,891,401,421,573,499,927,378,80,762
146,0,266,536,335,701,637,232,438,865,270,542,566,781,898,647,891,205,81,958,364,502
147,0,639,351,88,994,169,969,842,558,823,164,10,594,917,156,828,632,246,688,901,572
148,1,313,757,182,213,680,610,378,112,584,306,925,415,408,105,764,231,539,494,599,665
149,1,336,125,81,448,540,903,387,745,916,954,683,909,568,314,474,662,732,256,431,397
150,1,696,273,662,380,36,986,739,312,27,119,615,144,489,970,28,21,936,563,235,266
151,0,234,337,389,878,24,14,661,494,190,674,468,653,191,464,420,723,604,440,949,983
152,3,757,858,527,60,272,785,770,841,892,719,707,612,90,265,817,675,604,399,592,240
153,1,795,413,821,894,906,341,458,940,71,186,776,145,672,130,589,478,108,543,476,27
154,1,33,504,618,425,369,993,183,540,986,930,384,223,704,497,487,818,272,88,83,543
155,1,712,426,205,219,928,680,64,669,99,512,782,93,95,431,801,254,307,484,220,582
156,0,550,886,144,416,584,457,263,555,499,602,646,772,418,852,455,375,292,147,136,692
157,1,442,128,147,288,411,110,986,294,548,88,194,887,161,127,657,215,786,76,338,695
158,1,430,887,18,624,278,3,831,384,817,288,877,660,166,649,141,947,432,835,875,912
159,1,669,726,795,436,257,776,839,556,424,919,454,802,940,648,224,148,450,622,630,817
160,0,163,196,297,926,155,867,448,855,784,280,277,774,553,964,559,625,209,803,255,581
161,1,457,829,675,32,591,163,949,144,50,739,438,820,853,467,399,563,787,257,936,207
162,1,392,225,848,640,519,114,870,33,382,101,808,123,92,361,871,303,367,511,644,88
163,3,863,524,225,838,165,797,904,589,665,565,731,786,346,578,234,265,684,841,29,794
164,1,593,256,496,325,655,719,647,546,983,271,628,32,866,917,449,998,304,553,635,265
165,1,890,373,52,171,992,39,811,162,828,922,595,779,140,755,142,672,211,63,725,782
166,3,688,355,755,873,799,245,772,943,552,325,101,202,361,52,131,394,586,825,620,102
167,0,409,616,932,524,114,773,13,478,997,22,521,847,16,898,771,721,692,476,942,105
168,1,659,11,135,925,553,155,158,245,266,261,758,466,251,853,755,675,60,819,607,516
169,1,714,755,928,518,747,526,138,413,443,151,64,126,291,452,837,703,823,127,927,575
170,1,982,231,990,611,135,236,488,659,589,779,535,820,428,995,33,914,647,89,895,101
171,0,300,978,252,769,75,244,431,403,142,627,529,104,361,590,860,888,468,352,717,814
172,0,236,353,619,120,589,418,357,306,754,176,831,777,0,572,818,861,994,680,915,249
173,1,950,298,99,423,756,891,894,921,629,91,389,430,361,215,290,242,151,685,100,704
174,0,425,584,647,806,231,344,732,154,266,924,352,559,232,376,284,472,749,594,528,861
175,4,364,108,740,207,728,477,308,804,588,595,677,696,476,597,868,676,325,7,685,60
176,0,835,334,29,471,284,618,529,6,291,270,324,621,99,972,507,213,397,196,355,14
177,1,344,575,589,552,918,130,458,72,727,116,748,39,127,699,320,724,254,70,932,267
178,1,926,978,840,861,67,564,18,0,463,312,235,330,529,584,502,415,725,40,884,378
179,4,504,429,625,34,477,587,781,910,852,56,19,616,683,757,20,99,553,386,446,259
180,4,255,962,275,360,108,783,31,968,125,165,550,531,284,875,34,499,22,623,652,272
181,1,979,604,380,109,597,909,860,643,363,858,489,917,120,713,479,36,516,799,678,3
182,0,413,195,571,527,391,838,803,309,804,91,150,828,691,896,177,14,241,533,448,87
183,1,131,640,414,709,412,124,540,798,9,694,359,28,84,311,550,684,919,230,989,170
184,0,713,964,865,616,556,265,788,820,542,221,783,298,663,159,866,596,921,464,742,1
185,1,879,768,718,202,653,973,137,397,275,48,501,777,158,990,706,97,404,896,755,618
186,1,438,399,19,206,602,524,586,581,659,451,826,654,976,378,615,463,645,51,42,511
187,0,213,156,863,582,551,879,229,671,930,840,250,6,345,521,421,817,716,251,204,392
188,0,852,890,450,693,652,684,189,444,935,274,493,881,348,477,650,504,447,481,502,838
189,0,449,548,900,867,792,132,33,720,573,371,82,773,121,958,506,658,913,943,569,251
190,1,69,483,205,961,86,991,964,254,455,642,93,125,779,827,846,94,962,5,776,83
191,0,967,516,727,610,322,261,925,566,604,815,155,848,767,723,25,236,276,325,783,785
192,3,368,200,329,301,342,737,703,795,825,394,157,681,458,152,641,870,810,4,127,672
193,3,947,280,15,820,851,898,67,314,782,23,465,487,961,759,478,599,359,750,312,760
194,5,458,333,137,328,111,808,19,105,212,362,579,871,787,667,726,874,315,373,783,188
195,0,18,784,171,367,438,829,448,820,374,249,1,314,469,946,671,245,73,550,591,503
196,1,236,970,964,433,56,765,163,456,61,359,674,672,230,37,871,250,929,880,0,235
197,0,280,671,955,270,791,260,756,871,481,616,397,111,114,418,309,162,592,12,132,653
198,0,127,635,13,130,248,630,261,17,611,682,97,254,913,78,955,124,725,776,653,744
199,4,401,19,832,754,628,160,701,427,647,677,744,533,249,135,657,812,916,210,389,346
200,1,715,996,456,765,458,983,4,357,12,713,204,131,190,806,374,119,771,906,379,320
201,0,700,646,20,510,119,27,530,932,310,504,725,542,960,929,786,74,505,433,3,260
202,1,72,97,766,948,517,752,930,647,765,550,968,13,613,396,304,460,665,168,670,533
203,1,336,707,610,48,462,444,147,5,835,327,992,1,202,846,125,490,653,226,949,686
204,0,869,463,682,604,215,220,206,631,842,950,856,561,991,972,298,783,775,653,747,925
205,0,797,739,277,153,879,55,95,595,394,847,307,334,711,861,279,981,887,540,702,511
206,1,96,929,435,219,6,497,660,383,956,619,274,722,899,924,289,282,705,757,668,43
207,0,362,180,215,301,815,27,522,998,520,60,548,410,951,883,639,118,610,275,607,716
208,0,453,932,348,713,910,148,658,857,768,320,921,296,791,995,54,707,588,492,873,872
209,3,867,160,93,515,475,608,700,136,372,884,975,368,822,691,387,382,191,897,284,736
210,0,900,556,445,853,105,602,520,161,52,693,386,728,542,847,367,414,649,677,965,235
211,0,541,814,369,442,976,600,268,287,70,575,736,349,299,763,214,693,991,630,639,533
212,1,227,110,408,355,573,488,602,604,997,658,950,989,70,187,133,616,237,558,343,403
213,1,95,978,563,712,72,970,503,695,742,530,644,45,653,495,237,99,963,113,928,849
214,1,180,655,71,138,304,951,517,336,895,580,319,478,141,188,284,394,472,160,348,868
215,1,49,257,99,731,299,175,407,487,21,205,826,76,350,443,137,708,971,300,953,197
216,1,877,900,114,939,902,377,110,233,440,727,945,353,481,358,239,66,732,318,968,195
217,4,644,339,506,659,372,967,754,589,625,18,271,439,642,538,680,48,458,648,456,864
218,5,838,450,909,328,240,363,311,417,4,473,552,260,67,172,627,470,615,461,776,945
219,1,649,960,192,993,320,110,591,882,806,914,733,458,501,383,82,924,946,188,639,619
220,1,616,556,777,592,249,48,19,967,641,131,845,846,161,782,284,353,415,764,230,121
221,1,317,256,918,196,650,164,31,953,811,809,661,739,332,283,635,642,838,990,282,813
222,1,235,872,533,236,763,279,464,647,546,665,396,648,232,380,47,768,652,795,90,409
223,0,527,47,65,754,156,559,499,500,228,915,624,209,922,823,69,969,117,405,52,282
224,0,823,894,310,296,122,573,829,326,360,334,985,538,130,946,470,540,12,899,275,546
225,4,140,660,81,920,529,597,773,418,121,23,21,916,98,954,400,700,995,965,383,652
226,1,251,842,538,776,12,464,995,381,894,600,998,253,747,740,513,528,677,202,754,312
227,0,223,160,55,38,16,628,53,185,690,17,895,615,506,562,685,659,475,445,634,197
228,0,383,519,19,994,822,148,905,618,637,472,478,845,56,379,735,229,21,74,313,609
229,0,46,805,848,671,551,514,633,274,193,941,202,93,270,362,668,510,45,807,967,17
230,3,929,508,630,419,175,687,625,765,898,273,915,586,506,140,962,772,882,150,187,197
231,1,379,761,860,360,408,974,612,118,637,370,946,801,872,776,751,97,460,838,605,52
232,1,561,392,234,86,138,257,431,114,142,902,426,780,874,199,966,159,533,673,785,73
233,1,971,91,584,0,226,492,242,820,762,265,565,425,814,300,349,356,727,796,311,493
234,1,416,202,568,714,672,956,843,475,59,849,751,155,327,537,409,860,42,345,402,229
235,1,262,404,606,694,975,392,718,469,954,567,738,35,891,122,371,833,857,819,21,862
236,0,240,104,78,692,467,62,550,591,608,577,274,726,835,265,22,826,290,473,221,362
237,1,704,22,553,836,857,733,314,442,477,653,654,682,295,253,754,60,393,888,679,625
238,5,208,751,456,910,809,397,878,513,363,465,810,835,487,364,491,794,312,644,4,428
239,1,486,456,979,245,331,301,161,931,727,151,498,619,215,384,967,962,739,946,274,850
240,0,7,217,383,308,795,22,346,349,365,806,343,621,304,628,230,35,585,477,470,76
241,0,440,202,843,857,406,909,29,99,345,242,233,640,55,158,871,612,805,769,33,616
242,1,332,89,286,101,157,271,433,881,23,186,220,516,528,739,517,172,373,967,890,884
243,1,109,991,694,914,810,512,508,727,384,428,521,616,526,22,439,660,36,974,93,135
244,0,389,25,252,597,208,195,942,367,123,553,724,226,652,323,235,684,528,225,682,82
245,1,293,221,822,462,831,867,113,518,209,558,126,796,604,189,783,81,532,242,637,717
246,1,463,313,180,419,791,677,229,552,385,97,373,657,443,334,340,25,70,354,673,998
247,1,586,700,512,946,348,478,288,355,42,224,575,682,83,308,28,161,219,181,241,702
248,1,488,767,104,249,766,148,23,957,865,746,850,56,583,251,237,719,701,64,238,980
249,1,109,812,714,786,324,287,946,558,742,693,526,839,415,232,188,451,596,410,128,454
250,1,178,59,174,872,849,209,344,410,245,648,192,815,787,377,111,913,504,664,487,761
251,1,587,284,193,134,732,719,364,25,87,85,985,601,869,369,550,481,783,333,197,954
252,1,128,667,375,521,741,367,489,602,351,896,925,248,918,67,768,577,891,456,805,967
253,0,877,227,758,296,60,499,139,144,885,195,248,158,945,745,787,838,171,532,919,512
254,1,260,990,703,580,340,678,281,160,994,946,965,405,732,969,915,760,503,814,540,740
255,0,739,355,947,684,757,341,741,736,961,891,219,168,733,300,758,325,390,748,467,905
256,3,904,535,647,984,245,99,917,890,368,911,561,604,841,809,760,640,455,717,507,251
257,0,456,65,514,604,883,606,188,512,619,944,361,299,96,127,449,835,972,110,740,927
258,1,738,787,273,568,860,311,412,410,876,109,115,133,350,479,331,533,962,50,365,463
259,1,737,887,709,475,642,47,98,10,847,940,774,30,807,108,545,927,900,869,572,783
260,1,856,901,174,865,670,503,636,803,297,335,88,259,709,981,333,640,509,942,310,422
261,0,646,75,27,229,276,249,909,121,896,753,487,566,715,639,28,847,208,57,680,271
262,1,871,109,122,721,319,260,679,210,760,194,2,690,565,628,599,371,119,413,268,894
263,1,715,584,113,504,274,716,729,399,807,565,303,55,740,358,410,643,804,988,582,392
264,1,716,591,509,567,971,931,309,62,788,323,281,315,249,1,244,659,636,556,746,157
265,1,35,547,880,21,478,180,546,953,159,810,910,357,365,138,956,536,545,144,535,66
266,1,909,117,340,770,652,9,168,83,552,241,397,574,131,546,322,506,57,567,491,747
267,1,964,955,777,572,686,811,189,392,148,240,244,426,457,497,388,753,906,128,350,772
268,1,892,745,679,827,465,967,87,809,367,136,858,768,604,93,908,878,78,981,673,303
269,1,750,473,665,778,152,445,370,886,75,32,479,42,673,343,997,764,940,784,785,367
270,3,535,757,83,92,146,563,475,779,621,249,103,458,997,835,461,643,522,420,61,774
271,1,57,735,979,444,577,321,927,915,219,486,677,180,961,6,908,549,862,109,509,965
272,0,125,476,522,134,197,557,782,505,796,161,748,388,2,144,810,7,356,961,500,638
273,0,814,857,388,400,556,908,565,284,300,705,885,205,720,9,586,139,508,333,917,45
274,1,613,777,366,218,352,456,69,960,243,279,476,593,280,687,363,898,610,497,57,669
275,1,976,960,179,423,468,694,957,802,508,316,176,154,939,254,349,165,464,607,512,542
276,0,991,118,2,594,642,433,880,916,36,639,233,634,209,65,228,844,273,230,380,895
277,1,402,651,241,74,745,609,73,315,744,468,921,384,304,791,32,575,131,626,528,240
278,0,900,845,474,708,60,807,954,448,862,376,478,20,142,65,691,457,437,812,883,134
279,1,806,606,711,811,334,121,101,404,194,25,463,630,589,933,922,837,426,452,351,60
280,0,502,52,872,107,551,848,965,119,649,354,599,527,807,651,952,578,996,845,493,824
281,0,366,148,346,741,422,185,174,634,534,338,660,167,206,400,173,114,850,928,75,92
282,0,618,932,159,475,136,798,638,399,909,739,344,728,331,675,742,984,767,834,13,717
283,0,135,103,72,164,1,854,575,715,384,162,825,783,293,913,206,88,800,399,918,713
284,1,633,781,829,930,249,338,373,959,570,300,832,922,8,719,927,869,676,4,569,326
285,1,632,582,139,978,279,799,21,319,988,630,269,403,161,553,519,585,738,362,727,802
286,1,181,612,306,755,147,202,559,49,608,710,40,435,320,468,609,719,507,877,10,201
287,1,92,421,592,659,947,888,119,793,975,344,949,245,299,631,785,147,36,349,135,321
288,0,846,156,102,413,172,195,835,409,874,205,422,40,348,828,864,447,362,800,44,170
289,0,581,421,473,925,522,667,634,281,172,298,857,690,135,605,783,300,821,123,79,340
290,1,963,323,863,657,300,248,984,28,739,75,900,315,705,492,769,423,15,229,225,979
291,1,94,500,870,447,199,998,512,801,579,383,767,863,780,265,416,68,402,894,918,185
292,0,861,795,308,521,563,150,726,708,738,959,357,117,188,938,904,632,810,767,549,605
293,0,330,808,433,65,81,853,176,525,261,349,897,888,781,260,572,764,745,674,196,722
294,3,995,719,209,948,234,226,368,384,274,730,627,127,291,383,508,921,718,970,576,560
295,1,786,192,641,523,503,24,121,678,958,426,608,22,669,485,990,815,97,497,122,571
296,0,866,549,394,252,982,425,13,340,365,158,246,784,874,688,150,442,346,682,822,906
297,0,439,564,548,489,608,973,475,416,804,113,203,215,221,378,236,12,395,89,866,893
298,1,64,181,735,831,307,597,518,356,74,901,684,679,150,113,436,686,521,547,58,855
299,1,564,367,153,467,160,571,628,39,751,632,892,547,243,658,918,117,670,229,698,757
300,1,557,795,995,137,952,495,561,998,802,735,244,291,512,364,270,758,864,287,338,943
301,1,99,347,902,754,150,813,369,338,384,147,576,625,748,768,12,862,825,837,996,137
302,0,708,823,51,129,380,547,226,527,675,860,640,292,240,306,438,218,282,578,810,219
303,1,825,364,152,969,146,125,346,589,502,874,525,634,209,405,505,956,131,516,369,309
304,1,398,336,598,909,817,172,749,27,143,450,828,452,965,976,978,928,747,673,92,617
305,3,465,13,772,668,373,154,551,455,583,947,676,577,896,744,850,646,495,119,673,961
306,0,471,745,46,980,324,707,551,961,731,141,817,381,399,354,211,289,11,661,898,924
307,1,232,179,445,341,561,103,914,97,666,717,98,730,9,585,846,923,425,595,701,883
308,1,20,976,124,554,766,144,851,594,595,204,657,697,174,631,384,86,670,721,493,359
309,1,149,615,125,788,571,213,743,437,868,460,738,95,870,422,398,280,665,375,794,282
310,0,761,911,167,399,563,429,323,775,929,274,813,303,520,697,948,468,582,868,235,657
311,1,162,692,954,296,204,633,524,758,884,870,577,586,800,151,309,26,709,370,694,855
312,0,515,599,318,808,6,776,768,694,607,530,206,398,39,311,631,567,687,863,834,210
313,0,807,141,635,61,491,594,852,688,609,967,981,629,85,859,541,479,540,812,214,363
314,1,911,749,574,55,344,135,941,926,819,839,52,943,357,675,644,308,368,703,970,596
315,0,856,732,872,504,928,986,885,75,305,796,708,810,996,71,817,149,314,56,361,610
316,1,793,457,541,174,311,792,640,890,621,858,177,153,669,846,110,908,528,838,612,767
317,0,723,840,205,443,951,954,69,38,464,150,306,100,39,838,176,944,508,144,425,231
