96,1,814,855,882,345,185,486,879,277,846,893,516,153,170,933
97,1,671,423,64,285,923,474,982,557,883,939,772,316,504,845
98,1,43,442,13,754,595,861,447,265,771,612,729,149,68,661
99,0,729,392,538,769,457,40,638,158,978,214,782,458,789,258
100,0,172,422,101,541,292,162,39,314,412,915,122,571,602,44
101,3,935,209,725,732,11,566,710,184,395,14,39,575,515,653
102,0,63,835,330,316,236,353,945,133,743,722,286,599,682,623
103,1,260,810,115,19,695,229,542,649,746,751,970,824,24,648
104,1,876,773,122,926,234,24,453,377,385,120,55,684,206,489
105,1,929,414,853,606,279,881,188,861,587,178,785,771,306,875
106,1,287,277,37,407,56,444,843,967,263,244,633,62,220,559
107,1,289,858,356,953,263,733,185,267,542,553,66,530,134,228
108,4,225,635,107,581,809,573,464,61,771,916,602,433,571,34
109,1,973,910,286,420,694,524,160,680,850,706,478,105,90,324
110,1,646,392,361,665,23,547,608,701,842,409,65,19,15,969
111,0,643,443,374,184,616,474,262,477,274,854,164,977,533,984
112,4,929,299,687,41,712,676,577,928,217,753,150,668,518,810
113,3,613,476,771,17,712,522,469,534,41,939,947,860,512,146
114,0,390,493,741,756,893,267,11,668,835,373,275,227,969,226
115,3,726,824,994,821,449,601,239,241,277,66,173,109,13,344
116,1,834,280,700,877,802,45,263,109,563,876,222,750,857,81
117,0,502,94,938,387,535,323,974,911,779,553,934,368,801,752
118,1,706,360,760,400,471,356,310,551,829,53,715,564,516,301
119,1,740,172,402,343,585,317,45,782,718,360,35,321,657,831
120,1,35,243,404,96,126,188,235,492,532,513,250,747,799,287
121,0,509,545,852,730,118,114,218,766,541,880,810,166,418,375
122,1,959,49,179,668,432,695,469,589,261,397,235,83,62,99
123,0,951,186,52,946,659,682,919,30,697,237,372,257,590,720
124,1,92,52,219,296,931,976,453,638,615,247,746,595,854,533
125,0,793,666,702,982,891,210,199,731,649,542,193,473,952,732
126,0,700,92,316,754,987,79,33,687,385,269,900,601,96,794
127,1,110,485,142,989,994,343,811,562,501,505,540,758,247,429
128,1,195,815,94,830,610,440,696,142,110,961,42,201,249,161
129,0,274,227,776,717,103,453,341,654,649,381,731,534,326,392
130,0,153,679,525,288,842,30,875,101,507,544,943,784,571,666
131,3,276,0,405,302,914,633,179,293,43,422,927,359,50,875
132,1,410,484,810,338,843,798,496,32,422,766,151,727,162,334
133,1,500,66,483,995,60,119,358,415,262,575,98,68,644,825
134,1,872,303,218,129,651,542,631,362,793,657,270,45,482,982
135,0,737,852,188,300,525,344,907,286,110,645,57,498,74,92
136,1,33,437,835,668,588,957,650,196,266,278,244,246,902,452
137,1,480,764,367,700,707,284,67,882,811,88,685,673,468,448
138,1,136,663,428,619,135,998,562,614,757,657,465,117,734,137
139,0,847,297,222,657,908,763,792,961,134,127,50,917,992,584
140,5,991,170,838,121,249,99,285,572,564,710,213,786,660,60
141,1,280,417,191,189,840,170,430,392,302,736,577,815,317,347
142,1,490,166,87,714,775,314,566,709,822,492,332,987,984,190
143,0,352,771,818,321,5,208,891,923,319,102,981,628,444,982
144,1,885,139,601,18,925,428,418,369,255,65,413,733,492,115
145,1,209,49,88,516,768,295,749,618,390,897,788,969,211,400
146,0,749,977,711,468,525,518,445,932,469,886,867,799,967,406
147,0,394,628,50,57,59,912,792,329,171,982,695,89,966,192
148,1,85,464,428,962,857,416,95,780,819,319,228,691,467,140
149,1,84,951,414,105,655,76,847,244,898,8,863,486,12,763
150,1,442,281,918,403,405,296,181,269,4,365,791,440,180,855
151,0,909,757,148,350,977,332,171,202,611,292,780,8,715,848
152,3,199,215,286,443,716,141,220,486,38,527,409,795,534,363
153,1,532,713,37,303,841,509,83,577,120,418,506,676,1,72
154,1,491,277,917,372,660,231,116,200,318,563,138,223,259,207
155,1,860,546,828,172,301,509,140,335,258,782,636,516,917,204
156,0,778,438,959,974,292,15,242,443,55,821,551,888,863,810
157,1,68,599,629,22,879,386,920,215,170,265,857,251,731,504
158,1,697,620,714,69,796,95,623,153,483,85,339,446,166,605
159,1,630,723,191,355,597,38,162,697,495,672,649,663,655,473
160,0,537,37,724,394,235,67,441,120,791,309,524,251,569,717
161,1,890,513,390,206,839,579,334,43,721,129,551,516,927,355
162,1,751,79,458,359,70,708,253,280,45,208,817,44,289,936
163,3,877,795,59,816,9,94,696,938,611,459,815,453,28,219
164,1,634,775,889,186,113,220,285,589,378,517,367,240,633,886
165,1,385,744,132,260,181,603,370,102,592,643,865,330,305,990
166,3,694,507,220,935,931,692,206,259,192,28,895,827,586,441
167,0,423,805,846,749,708,12,544,683,26,638,701,368,863,910
168,1,80,91,920,692,538,997,791,916,67,230,102,877,911,683
169,1,10,549,465,973,839,344,864,626,743,341,70,168,733,269
170,1,454,998,143,294,964,224,681,436,405,497,889,749,382,485
171,0,381,839,859,577,300,494,266,957,556,139,174,576,227,950
172,0,324,661,306,321,618,389,509,968,696,261,682,936,791,590
173,1,212,77,61,407,229,629,950,347,239,590,418,506,812,636
174,0,274,63,114,596,761,605,156,915,861,233,786,947,993,910
175,4,999,652,88,47,328,267,932,455,76,257,587,715,519,786
176,0,191,902,472,39,278,843,464,280,312,865,955,43,657,776
177,1,140,301,426,604,782,940,716,630,363,327,192,485,610,27
178,1,202,442,22,910,679,279,402,160,561,657,746,612,645,153
179,4,248,133,609,124,439,544,292,53,189,654,864,125,121,960
180,4,23,906,428,945,851,363,863,185,926,345,326,134,932,668
181,1,405,319,400,370,122,975,204,419,804,135,454,374,997,418
182,0,147,851,561,491,876,168,515,472,236,345,331,806,68,946
183,1,224,560,570,694,113,800,898,782,11,904,206,170,649,585
184,0,961,321,230,181,713,602,58,995,132,548,413,483,580,356
185,1,57,484,487,266,777,818,865,604,391,806,726,566,677,422
186,1,295,290,869,544,194,581,103,65,282,524,898,990,594,997
187,0,569,438,806,628,282,860,595,580,383,593,481,209,880,668
188,0,415,80,623,285,147,856,160,28,888,708,422,996,490,379
189,0,325,72,290,146,875,48,654,879,358,866,388,549,613,621
190,1,604,771,173,57,805,893,337,375,312,557,787,491,504,218
191,0,91,569,228,153,489,606,860,462,274,760,245,670,132,430
192,3,613,686,188,457,759,692,556,226,923,287,333,970,296,969
193,3,951,631,513,943,317,174,545,15,557,432,489,339,407,214
194,5,410,150,852,213,268,956,695,910,105,545,690,15,639,338
195,0,713,547,722,913,780,224,208,134,597,935,212,945,967,326
196,1,80,712,291,13,971,595,46,452,733,310,654,2,101,127
197,0,853,518,27,263,33,370,588,254,164,681,448,508,952,106
198,0,567,837,565,122,155,766,542,819,923,511,249,663,504,160
199,4,296,697,351,946,982,553,647,778,516,582,640,80,89,684
200,1,105,467,674,726,581,378,101,203,618,527,155,20,938,833
201,0,104,95,330,267,464,523,883,127,441,759,584,323,424,541
202,1,836,485,35,976,700,847,560,734,993,0,437,131,428,311
203,1,569,487,582,241,662,954,332,436,695,288,926,22,295,886
204,0,434,918,498,514,436,17,80,209,4,109,661,721,813,296
205,0,374,953,478,108,838,561,737,109,21,408,529,105,212,72
206,1,329,998,34,462,694,296,293,91,714,120,351,55,126,785
207,0,111,374,939,17,609,298,199,647,381,978,101,307,37,828
208,0,175,5,746,777,75,18,223,919,39,284,465,716,437,549
209,3,642,704,602,544,775,3,762,731,493,76,681,47,172,611
210,0,114,889,767,286,207,36,545,185,587,649,555,927,940,513
211,0,20,352,547,797,596,15,454,393,815,775,949,781,293,895
212,1,660,811,207,564,27,611,497,346,782,221,719,454,795,574
213,1,974,144,6,448,694,635,318,772,371,396,641,647,362,972
214,1,741,338,91,753,298,275,571,195,763,962,456,655,972,657
215,1,898,108,568,29,302,35,198,532,623,891,50,697,668,593
216,1,284,424,719,561,186,368,212,643,17,714,214,113,200,449
217,4,393,119,92,886,985,879,346,334,956,696,73,972,355,655
218,5,871,542,356,775,740,304,328,814,234,707,261,709,930,805
219,1,197,654,932,40,484,973,769,669,569,326,35,631,154,222
220,1,846,153,877,80,303,863,769,470,785,187,281,159,731,168
221,1,711,492,77,801,789,45,870,569,655,992,689,927,326,109
222,1,446,931,360,420,176,355,384,97,98,616,751,490,789,442
223,0,147,607,413,780,558,977,606,33,888,62,675,90,793,439
224,0,732,608,978,450,536,92,87,329,154,730,654,851,320,126
225,4,884,73,658,873,959,875,260,128,202,465,970,967,24,503
226,1,278,192,186,807,684,12,446,137,580,210,703,776,449,421
227,0,618,529,891,329,119,384,843,622,269,307,111,735,495,778
228,0,593,506,589,303,823,86,496,299,907,710,511,189,341,369
229,0,136,948,387,993,503,475,757,585,325,728,89,571,533,240
230,3,963,929,211,178,739,29,958,751,306,7,644,333,900,940
231,1,703,487,648,550,778,165,957,938,392,138,73,525,289,684
232,1,308,130,997,849,756,307,863,830,485,47,418,835,982,678
233,1,761,327,838,860,827,415,238,653,188,80,933,174,79,758
234,1,724,139,648,917,901,850,96,500,391,208,328,239,627,486
235,1,276,874,553,190,426,284,405,2,868,934,293,982,707,413
236,0,551,819,200,44,215,299,749,394,780,526,288,328,227,901
237,1,847,667,724,412,978,171,221,96,614,21,133,618,823,701
238,5,764,200,590,789,162,415,821,35,32,105,256,714,892,43
239,1,460,551,772,249,372,942,825,629,676,726,252,517,76,203
240,0,717,625,479,863,0,614,575,86,551,579,200,157,542,246
241,0,760,647,281,700,599,309,86,764,437,124,390,4,89,179
242,1,904,85,976,449,798,180,330,536,475,430,974,295,960,493
243,1,691,625,472,792,708,974,554,546,425,21,309,781,968,385
244,0,702,124,14,598,572,295,789,235,808,869,730,573,668,430
245,1,80,865,487,683,24,85,75,807,369,901,600,566,685,13
246,1,23,327,861,233,157,954,511,453,345,623,798,536,123,50
247,1,827,314,156,345,84,644,550,302,413,425,158,568,594,983
248,1,100,457,667,654,791,638,591,642,748,115,771,858,690,974
249,1,636,302,874,942,507,145,704,159,173,144,848,345,645,174
250,1,102,241,545,526,855,136,610,354,255,577,178,776,513,510
251,1,806,590,44,227,211,752,714,326,142,437,892,575,797,543
252,1,421,634,708,919,499,224,643,624,773,838,906,764,171,309
253,0,230,324,552,36,466,885,784,336,172,376,512,259,616,374
254,1,54,551,155,452,141,364,811,590,502,226,814,800,223,599
255,0,408,90,204,588,73,821,506,67,286,226,638,741,124,99
256,3,362,442,835,594,492,465,912,785,28,760,727,612,284,615
257,0,415,626,468,370,944,983,931,128,846,12,959,532,77,819
258,1,250,519,484,551,649,524,265,127,294,983,112,3,146,88
259,1,208,85,583,941,944,478,987,257,530,369,617,517,99,265
260,1,245,89,162,359,889,725,903,26,185,559,547,611,92,95
261,0,600,2,700,658,788,221,778,151,480,761,869,246,355,385
262,1,644,335,217,820,40,398,814,850,231,767,565,946,847,813
263,1,488,158,271,212,520,87,929,253,119,21,157,639,495,755
264,1,139,572,454,739,554,269,96,566,606,435,789,296,880,379
265,1,292,3,122,268,463,906,140,247,433,701,25,734,615,115
266,1,189,589,234,989,453,606,340,160,464,165,565,32,556,146
267,1,363,557,539,729,297,315,237,17,851,604,751,390,514,659
268,1,21,305,872,600,553,156,465,350,83,474,55,900,732,842
269,1,824,530,375,19,78,534,829,691,448,894,413,972,492,295
270,3,905,963,653,678,445,619,363,702,187,341,514,494,395,147
271,1,763,866,607,764,602,803,31,922,341,52,359,400,454,318
272,0,316,666,563,622,133,855,225,685,942,339,498,92,691,864
273,0,285,419,385,596,331,107,763,444,298,656,990,118,875,234
274,1,304,3,934,500,812,319,851,313,441,146,311,87,828,714
275,1,750,285,833,449,433,692,441,324,633,501,581,120,380,356
276,0,819,601,468,802,550,788,177,49,166,818,875,322,304,967
277,1,533,651,416,239,557,729,832,650,270,127,575,344,479,477
278,0,709,605,486,126,287,144,981,423,261,257,900,441,100,623
279,1,770,918,232,628,366,441,521,66,778,630,991,288,393,753
280,0,721,959,212,254,743,830,900,354,645,463,574,289,593,206
281,0,182,669,933,521,561,552,166,596,547,753,188,628,471,251
282,0,367,934,761,129,772,409,617,122,157,117,412,854,460,642
283,0,844,451,109,624,910,776,542,238,605,883,548,132,352,377
284,1,847,114,818,356,396,759,570,264,621,746,50,436,16,897
285,1,382,510,559,444,703,233,57,443,526,203,261,175,127,724
286,1,773,954,527,42,546,870,876,999,242,305,321,908,802,944
287,1,721,148,972,105,833,293,917,458,472,273,470,663,577,895
288,0,787,357,143,890,523,369,175,607,742,334,324,511,240,99
289,0,968,395,821,494,580,264,56,464,808,312,404,756,742,570
290,1,382,67,256,71,19,732,923,757,655,471,745,74,233,823
291,1,548,402,469,182,443,222,646,739,770,961,424,27,501,840
292,0,256,821,660,900,222,764,685,227,728,938,382,145,322,132
293,0,583,397,117,59,914,621,666,632,95,958,0,871,455,704
294,3,567,90,51,699,583,516,212,130,585,352,677,912,76,452
295,1,607,412,485,105,757,21,849,212,398,419,505,900,617,503
296,0,988,410,717,656,489,230,59,732,759,457,159,654,113,232
297,0,50,808,149,682,810,855,122,612,63,233,589,646,81,835
298,1,206,501,284,496,658,414,54,127,648,768,254,202,87,275
299,1,456,999,676,660,376,444,674,681,103,298,166,39,504,625
300,1,842,661,49,651,407,739,343,360,11,699,66,700,526,319
301,1,214,392,749,924,394,666,798,852,514,895,177,538,469,71
302,0,770,894,231,596,517,83,412,350,197,962,395,171,541,100
303,1,513,541,358,580,677,824,73,731,989,54,142,777,20,171
304,1,24,686,836,578,113,835,189,104,560,310,486,773,666,596
305,3,482,974,853,451,886,877,862,855,378,583,871,56,108,138
306,0,460,880,5,509,504,797,355,981,751,815,566,478,621,854
307,1,816,753,906,379,558,683,716,19,487,62,545,881,99,427
308,1,277,303,432,210,133,958,9,130,434,172,909,470,86,964
309,1,259,577,805,225,912,352,707,152,442,402,607,919,562,536
310,0,343,913,554,863,730,353,271,424,697,531,740,550,563,153
311,1,701,596,489,837,465,365,278,518,303,731,967,230,691,99
312,0,957,469,528,952,934,66,189,40,462,316,300,95,3,661
313,0,230,99,446,164,751,754,625,82,817,511,853,390,66,141
314,1,865,595,335,331,258,784,22,352,289,712,303,874,105,586
315,0,832,195,650,953,997,572,286,930,547,291,362,234,24,207
316,1,277,461,625,173,521,365,193,246,590,447,847,665,47,432
317,0,899,476,179,68,31,599,151,295,470,993,664,431,542,837
318,1,743,490,639,293,987,792,415,810,32,199,553,835,741,904
319,0,90,430,949,860,153,493,461,370,761,858,833,722,274,505
320,1,423,180,128,684,390,186,23,576,713,989,657,62,694,906
321,1,838,424,326,975,79,606,826,96,51,99,88,487,617,569
322,1,312,156,581,331,560,150,598,17,977,333,108,690,73,755
323,5,420,721,318,305,648,528,144,64,281,49,104,80,569,614
324,1,468,559,409,14,383,78,642,38,302,832,810,924,536,873
325,4,668,100,392,241,866,743,419,723,687,930,628,778,718,235
326,1,352,855,16,839,132,433,742,470,920,871,613,68,515,247
327,0,859,764,429,967,144,655,997,767,216,627,637,466,180,780
328,1,739,682,21,659,972,639,866,398,188,297,40,311,315,405
329,3,791,900,712,479,22,777,267,230,262,209,64,356,768,13
330,5,187,357,515,81,830,79,769,961,42,587,144,522,538,425
331,0,266,287,742,120,958,472,877,682,942,703,832,362,734,955
332,0,144,951,727,907,325,593,102,44,79,628,700,913,469,621
333,0,917,683,789,178,365,0,651,922,53,933,841,510,248,195
334,0,798,546,542,517,137,603,188,39,231,454,190,349,304,347
335,0,697,266,535,592,149,23,148,278,804,778,686,67,245,25
336,0,586,958,166,176,354,51,218,183,579,155,599,141,972,456
337,1,72,29,185,372,795,69,720,245,291,401,84,587,351,986
338,0,310,321,971,102,107,886,626,510,333,329,404,174,121,432
339,1,131,91,619,571,814,16,421,940,181,88,757,424,471,416
340,1,89,412,96,81,477,40,779,555,890,56,912,69,598,618
341,1,937,437,381,840,25,208,20,985,404,860,434,942,272,882
342,0,741,187,708,233,285,547,852,22,212,30,463,789,344,986
343,1,612,494,912,195,228,53,701,142,40,18,751,495,386,389
344,0,909,696,154,777,851,831,175,891,430,946,526,587,362,843
345,0,749,125,899,165,510,297,615,637,471,700,558,233,286,797
346,1,770,368,722,274,212,21,116,184,31,810,950,221,912,606
347,3,631,177,715,140,2,787,555,953,747,286,128,764,946,35
348,1,735,51,649,711,917,757,49,808,451,706,220,383,12,25
349,3,838,853,386,635,785,435,930,745,369,126,520,214,627,741
350,1,736,300,454,160,829,916,229,846,926,587,84,792,925,425
351,1,910,914,266,306,319,501,215,832,733,498,581,668,963,369
352,0,288,142,152,542,524,537,570,874,694,279,120,970,347,700
353,1,827,309,409,322,696,768,268,85,712,552,470,951,114,449
354,0,257,824,77,552,488,617,781,703,199,745,388,860,557,193
355,1,523,366,900,173,790,0,334,31,487,894,995,197,255,578
356,1,419,359,851,618,400,267,167,118,637,842,720,802,368,428
357,1,142,98,635,447,785,143,913,982,560,905,233,988,241,102
358,1,475,170,478,826,567,750,733,71,276,975,939,214,729,615
359,1,704,264,157,102,136,444,889,642,236,352,491,539,12,482
360,1,254,424,35,397,85,317,802,584,618,899,683,511,544,784
361,0,647,607,624,131,639,227,690,212,839,402,173,831,428,911
362,0,668,41,276,325,816,260,675,202,663,15,777,932,811,898
363,5,834,101,153,878,537,946,360,157,274,454,536,263,982,829
364,0,20,691,642,294,502,688,938,898,449,486,963,661,272,542
365,1,47,676,990,26,15,116,69,856,347,293,617,491,473,871
366,0,19,755,287,859,62,385,869,322,336,931,683,82,569,908
367,1,588,131,813,718,805,489,724,312,991,873,696,204,745,912
368,1,592,702,323,266,279,87,865,963,572,339,206,686,437,1
369,3,27,748,167,182,386,957,604,94,780,949,701,506,666,198
370,1,250,62,451,317,89,71,140,176,947,441,909,339,402,359
371,0,246,767,604,941,438,385,298,325,950,78,506,514,304,442
372,0,461,228,516,956,166,576,281,591,898,729,326,106,360,942
373,1,531,16,153,452,597,330,808,917,750,322,449,436,372,519
374,0,535,76,941,951,913,803,336,621,533,525,716,172,194,670
375,1,641,581,199,850,37,748,574,96,461,340,64,417,57,20
376,1,597,922,126,989,865,871,778,121,306,406,586,293,378,458
377,1,887,261,987,297,779,13,997,105,191,457,800,638,34,49
378,1,91,535,406,827,464,626,522,321,165,618,262,615,559,322
379,1,430,759,129,385,291,929,998,51,3,301,713,829,123,360
380,2,173,655,613,22,976,143,133,352,694,988,546,362,713,255
381,1,116,734,80,735,106,980,616,335,666,195,180,812,57,76
382,1,112,464,104,36,293,893,663,524,421,457,236,283,841,861
383,1,989,540,740,72,26,119,535,640,121,558,140,860,608,258
384,1,518,137,387,112,544,317,85,904,488,659,581,300,977,743
385,1,567,356,615,428,467,983,832,50,130,110,541,560,792,556
386,1,256,40,740,681,586,936,554,847,73,503,699,238,623,344
387,1,9,368,148,957,679,161,178,830,356,301,608,252,554,689
388,1,136,171,804,343,359,933,43,286,360,811,917,685,553,474
389,1,614,282,253,612,290,412,788,13,443,842,943,459,516,865
390,1,278,36,704,24,737,147,201,823,424,245,871,426,510,285
391,1,518,530,409,325,214,551,415,247,656,558,44,269,604,680
392,0,745,468,744,911,680,114,227,447,737,204,631,155,591,101
393,1,786,750,45,133,693,955,973,518,114,259,84,826,587,143
394,1,977,248,686,480,384,201,296,391,765,612,556,86,122,898
395,1,72,788,686,139,515,725,917,879,674,636,1,8,160,262
396,3,180,284,719,270,327,231,769,474,559,205,619,698,942,993
397,0,573,456,435,595,955,727,172,724,932,904,494,462,477,970
398,1,241,460,34,781,66,292,166,652,600,358,32,802,761,809
399,0,416,75,959,397,990,768,580,702,509,733,874,907,476,501
400,1,212,216,98,799,787,328,749,813,454,826,240,941,460,964
401,2,19,900,966,737,579,25,273,360,182,80,480,799,728,250
402,0,184,157,584,6,783,426,894,747,870,824,588,139,551,440
403,3,966,661,85,414,160,8,755,682,649,111,173,664,619,508
404,1,326,649,572,173,630,549,280,107,982,713,62,660,531,763
405,3,872,820,827,106,967,43,97,214,781,136,809,982,345,216
406,0,884,415,103,28,320,895,829,334,839,731,302,419,309,931
407,3,456,699,463,770,822,529,91,274,513,290,813,702,385,427
408,1,269,238,557,314,248,198,859,441,911,966,781,491,810,990
409,0,105,753,334,564,285,956,82,936,875,173,552,74,278,499
410,1,234,843,982,273,878,447,941,189,680,743,483,967,179,621
411,1,501,847,75,257,800,262,857,373,323,977,578,865,427,128
412,4,608,942,434,965,967,515,971,950,991,265,129,654,693,295
413,1,457,490,11,190,643,495,201,953,897,674,684,267,111,649
414,1,599,950,221,930,686,806,228,405,534,256,668,972,589,472
415,0,267,121,871,943,536,345,183,600,982,48,528,327,469,168
416,4,389,703,766,824,739,60,315,733,356,955,85,307,224,386
417,5,93,113,804,77,954,128,690,981,151,393,380,791,382,239
418,0,351,709,836,924,193,244,284,340,583,72,750,352,92,958
419,5,732,642,511,78,608,761,260,630,223,365,529,374,676,672
420,1,213,948,877,147,562,697,273,690,586,661,639,847,252,542
421,0,907,644,32,599,46,331,283,846,392,179,523,635,192,144
422,1,238,233,584,745,604,355,138,793,383,562,879,9,405,78
423,0,168,280,621,679,689,92,105,121,306,808,348,410,125,842
424,1,445,766,284,72,638,118,524,795,995,243,259,336,693,681
425,1,112,394,481,603,968,674,27,824,446,670,651,349,476,661
426,1,444,165,929,491,203,796,161,716,549,639,485,451,740,754
427,0,276,63,765,75,219,428,295,621,160,824,245,999,77,336
428,0,745,559,46,777,703,464,691,373,754,624,649,575,599,882
429,1,548,211,912,870,207,884,195,559,131,395,546,941,438,969
430,0,273,167,45,872,425,900,930,183,137,635,85,253,605,526
431,1,287,592,737,40,793,693,871,514,73,646,175,320,321,711
432,1,943,227,388,954,749,60,648,918,717,396,224,715,615,912
433,1,286,305,380,527,866,566,443,273,167,515,715,641,225,133
434,4,513,222,562,148,892,135,414,493,73,81,300,952,484,447
435,2,998,819,158,67,281,803,101,773,507,624,476,717,274,607
436,1,469,633,637,743,291,890,83,919,192,409,286,292,421,782
