191,0,267,688,268,951,833,12,610,636,401,71,999,910,246,415,729,944
192,3,106,125,60,437,964,564,966,682,483,890,272,430,245,914,832,887
193,3,224,112,504,97,447,67,536,228,922,171,11,959,421,23,670,60
194,5,571,827,950,835,127,543,969,980,548,107,85,315,346,961,681,413
195,0,627,531,927,23,678,895,917,324,252,911,812,379,119,862,848,987
196,1,354,973,366,132,448,210,718,658,231,195,408,499,149,818,157,726
197,0,73,666,867,516,132,939,683,32,517,959,705,900,643,107,47,42
198,0,889,987,450,556,627,60,47,588,121,593,775,137,400,902,580,750
199,4,611,710,231,502,557,227,715,868,463,958,165,234,286,826,85,401
200,1,513,715,432,789,221,863,527,551,262,509,871,554,587,416,818,437
201,0,73,145,87,562,51,123,234,909,100,935,811,462,445,700,426,450
202,1,193,985,803,318,920,466,257,615,35,388,594,575,200,232,267,120
203,1,466,624,265,444,130,319,554,955,489,827,269,85,647,922,96,63
204,0,944,298,486,339,592,320,597,668,74,741,364,990,521,23,121,930
205,0,147,60,835,241,74,355,820,555,12,392,215,41,197,457,180,880
206,1,902,166,25,723,454,136,713,427,79,747,82,229,441,329,694,561
207,0,725,712,883,158,292,263,371,358,753,962,177,250,280,895,869,886
208,0,254,541,573,41,204,989,577,199,127,540,406,291,322,526,611,779
209,3,202,933,156,735,590,225,431,952,180,659,844,913,98,779,867,739
210,0,767,570,906,949,755,80,616,179,997,206,243,964,697,933,753,589
211,0,804,391,229,596,376,234,721,774,528,913,895,834,203,321,849,751
212,1,349,507,537,592,906,460,408,213,749,377,647,888,59,558,284,531
213,1,677,416,394,363,412,270,171,791,93,286,475,448,846,176,396,594
214,1,506,337,683,996,158,957,678,746,54,51,219,479,405,148,568,132
215,1,654,785,792,79,76,437,761,906,108,120,237,196,933,85,465,130
216,1,888,880,2,652,756,391,793,60,375,333,963,149,928,938,365,663
217,4,724,330,198,437,533,614,575,984,346,326,224,629,229,596,539,467
218,5,503,763,97,982,391,497,727,180,411,484,645,593,192,235,883,428
219,1,56,697,125,665,133,536,150,373,803,809,165,473,286,126,908,344
220,1,499,815,884,793,583,406,50,585,120,444,569,516,830,469,83,101
221,1,96,247,753,231,169,756,52,746,909,311,236,685,938,982,782,15
222,1,157,548,641,322,974,276,804,761,119,840,633,493,307,210,398,464
223,0,934,569,195,672,108,548,402,857,6,377,643,604,697,425,423,264
224,0,399,255,514,444,31,193,570,382,195,872,417,378,39,586,425,253
225,4,340,101,952,913,297,883,173,50,753,891,202,755,659,177,245,473
226,1,103,674,366,695,807,432,572,725,498,264,303,690,146,923,82,712
227,0,735,695,827,594,324,120,859,832,777,271,655,652,990,975,446,620
228,0,451,681,649,849,579,850,781,333,696,646,107,99,380,243,703,591
229,0,715,870,915,702,75,218,354,440,752,450,353,861,970,712,334,799
230,3,363,197,397,185,548,549,641,927,682,936,590,259,278,866,404,156
231,1,335,214,412,325,569,688,974,950,336,737,73,593,322,234,936,447
232,1,399,22,812,269,191,89,123,16,333,870,451,526,381,458,421,456
233,1,96,168,443,0,454,237,334,466,88,697,611,896,232,203,360,125
234,1,218,741,151,42,705,497,629,507,286,757,127,896,30,834,422,163
235,1,196,1,361,38,351,392,592,587,378,965,259,815,980,900,826,354
236,0,349,964,217,309,640,432,389,624,179,325,235,413,901,780,99,117
237,1,593,835,521,729,409,608,411,823,476,548,985,527,502,915,85,120
238,5,554,20,593,605,934,890,236,310,656,237,473,752,337,627,641,583
239,1,535,144,28,211,518,711,237,84,6,689,497,853,58,790,329,510
240,0,400,314,315,692,205,473,680,863,141,168,263,233,743,53,909,877
241,0,43,384,434,791,823,78,154,976,288,433,408,991,677,9,28,743
242,1,571,713,52,197,331,838,786,81,179,877,548,822,651,743,949,626
243,1,448,130,223,399,201,707,538,729,356,24,688,991,937,200,810,567
244,0,816,700,814,226,41,99,620,329,400,268,185,27,399,831,839,560
245,1,807,318,317,834,839,606,83,982,67,892,449,673,955,822,378,745
246,1,451,348,504,67,145,386,123,991,27,673,458,965,693,906,952,12
247,1,349,190,943,72,845,211,472,526,945,641,869,493,901,216,817,949
248,1,11,156,572,976,217,649,415,137,975,980,126,405,284,77,469,303
249,1,486,975,677,976,349,527,552,695,673,448,680,688,717,299,548,598
250,1,976,259,671,973,11,351,639,881,774,314,322,422,318,20,756,822
251,1,594,918,401,85,822,904,651,624,34,977,819,897,146,19,467,298
252,1,573,311,634,132,248,956,862,288,192,750,176,883,773,380,212,885
253,0,370,933,387,741,177,305,492,313,467,567,836,50,629,981,737,676
254,1,625,536,11,477,833,939,410,653,919,562,201,538,372,233,278,896
255,0,74,307,892,245,867,573,156,525,354,457,682,1,246,914,746,61
256,3,689,878,858,201,228,554,37,674,164,758,197,340,962,309,785,82
257,0,944,396,917,658,730,987,769,498,779,93,39,495,969,764,161,306
258,1,213,426,207,53,350,528,589,73,256,279,309,896,688,282,613,498
259,1,981,367,75,235,704,935,72,206,221,556,430,209,584,378,168,140
260,1,623,841,721,903,887,633,937,437,711,47,573,948,257,954,859,822
261,0,473,141,28,952,502,656,160,146,13,524,994,346,724,977,250,363
262,1,801,23,736,658,429,902,38,919,47,812,943,453,524,873,935,953
263,1,301,879,76,178,810,83,168,651,775,291,614,217,539,44,23,426
264,1,133,584,664,700,931,894,585,566,630,88,617,729,211,104,716,408
265,1,585,597,603,562,741,766,577,792,955,380,582,415,48,395,830,682
266,1,935,711,707,609,882,225,947,633,163,455,493,328,392,670,98,912
267,1,8,335,936,438,63,183,935,691,635,439,754,979,226,424,916,640
268,1,784,431,954,577,447,537,958,805,156,892,552,545,275,982,138,438
269,1,918,491,557,665,809,505,763,181,511,564,776,612,962,787,893,637
270,3,258,501,240,299,765,653,336,970,905,657,368,95,425,26,554,986
271,1,253,421,442,801,946,635,273,317,186,297,279,818,189,936,141,59
272,0,748,914,639,251,646,20,666,311,934,409,629,823,631,500,561,633
273,0,129,512,712,69,379,452,753,351,811,940,682,416,887,39,7,979
274,1,319,679,797,343,198,798,370,285,322,497,268,487,565,100,442,480
275,1,556,473,879,306,651,882,535,438,896,6,780,948,150,902,523,276
276,0,182,454,599,946,254,395,55,306,352,235,262,878,356,342,237,566
277,1,567,249,289,166,104,127,929,932,257,118,856,910,307,725,136,352
278,0,350,315,657,96,902,444,127,809,670,363,614,474,912,286,976,195
279,1,332,141,964,715,267,804,92,538,556,179,693,544,216,793,330,984
280,0,563,855,559,757,787,246,218,240,338,372,536,178,270,810,535,238
281,0,182,343,436,843,220,951,467,830,42,920,727,976,504,836,984,977
282,0,940,188,415,273,265,976,550,382,873,12,664,138,797,248,380,732
283,0,504,404,791,953,333,372,128,354,106,886,157,529,967,427,53,835
284,1,690,843,800,567,40,435,802,139,659,943,256,498,808,135,827,958
285,1,326,765,221,117,708,359,768,143,637,170,235,384,363,493,517,740
286,1,269,68,133,606,717,127,356,358,620,765,836,889,875,502,967,249
287,1,957,621,312,112,278,979,442,650,721,427,356,184,198,969,282,675
288,0,162,496,688,602,312,294,756,507,407,911,322,856,734,880,191,621
289,0,221,127,463,347,678,959,929,838,630,711,969,765,293,72,982,12
290,1,533,415,110,71,654,582,393,133,838,968,102,866,834,563,890,433
291,1,714,355,946,95,696,548,115,118,818,216,821,760,178,722,839,210
292,0,500,96,671,410,553,312,114,684,871,320,607,690,406,677,86,166
293,0,782,666,532,808,344,137,580,722,500,618,868,67,549,615,683,942
294,3,972,476,949,55,554,566,602,660,633,260,639,781,637,405,624,918
295,1,208,665,877,434,596,433,321,89,155,990,824,14,471,716,878,270
296,0,721,756,713,204,794,509,356,965,844,705,58,680,746,342,176,673
297,0,34,885,79,255,9,146,614,476,706,868,156,647,3,972,299,969
298,1,805,572,183,32,431,563,961,649,728,340,722,192,220,605,42,346
299,1,435,628,712,286,337,760,698,380,386,632,709,485,289,900,15,580
300,1,597,433,537,610,67,988,707,199,895,958,452,462,486,336,358,195
301,1,489,134,270,372,11,275,750,573,41,403,701,457,358,720,884,562
302,0,967,620,160,461,328,990,595,273,694,796,996,224,608,393,744,194
303,1,397,261,404,936,590,646,767,230,741,707,592,998,38,231,271,582
304,1,556,141,12,713,657,467,689,653,961,3,957,870,402,635,637,633
305,3,950,496,338,756,136,807,854,161,872,647,304,758,127,109,472,221
306,0,861,63,5,621,843,883,890,858,353,740,449,737,856,776,700,313
307,1,420,991,309,481,303,462,874,202,205,396,671,939,908,958,439,547
308,1,151,905,342,889,901,563,669,325,454,533,349,416,524,661,57,377
309,1,441,614,324,758,239,85,625,714,413,989,195,374,579,649,911,209
310,0,971,196,292,743,325,135,661,994,670,929,35,234,607,712,721,969
311,1,211,517,598,748,338,416,434,90,745,61,237,877,304,40,922,719
312,0,129,571,441,273,509,483,407,667,232,738,314,52,295,300,197,710
313,0,644,953,145,62,629,365,833,344,617,793,626,506,665,394,176,66
314,1,104,83,382,463,412,305,318,592,868,255,912,701,644,681,737,888
315,0,213,436,123,255,341,684,64,767,888,919,454,889,429,274,938,476
316,1,981,323,865,113,120,871,738,701,92,312,588,248,830,581,866,917
317,0,474,614,403,253,234,74,209,570,593,273,721,405,81,516,663,671
318,1,884,650,711,643,775,560,62,638,990,849,585,648,116,481,846,586
319,0,492,32,469,992,550,405,348,273,327,436,112,282,324,790,116,868
320,1,550,193,260,779,502,137,924,588,806,387,942,614,29,567,280,216
321,1,645,798,503,394,775,150,797,478,167,117,888,637,847,306,22,698
322,1,993,22,265,161,886,803,276,485,820,682,614,573,516,150,947,7
323,5,35,68,14,8,913,625,760,867,944,963,683,491,512,854,696,780
324,1,18,358,490,226,10,512,632,494,344,291,315,896,787,586,104,374
325,4,737,443,164,454,300,62,827,182,617,322,57,877,797,44,986,781
326,1,884,822,826,586,189,598,202,9,930,17,626,704,417,780,647,799
327,0,782,6,743,876,772,862,279,800,554,374,203,733,91,164,329,846
328,1,316,523,179,711,716,641,650,45,956,169,361,963,331,286,460,895
329,3,539,735,57,901,766,888,151,555,982,824,292,337,748,785,844,807
330,5,304,947,25,337,731,300,633,129,312,397,497,943,783,409,414,645
331,0,211,254,479,391,657,276,111,358,163,688,893,411,401,814,168,229
332,0,415,662,795,604,557,610,273,597,354,645,899,90,305,713,731,288
333,0,197,332,933,165,562,262,849,373,616,871,775,549,337,911,619,112
334,0,143,851,679,299,531,421,41,633,840,76,115,371,901,638,635,526
335,0,585,124,170,635,144,657,784,899,925,908,754,308,616,704,647,837
336,0,313,688,346,306,179,74,595,407,865,636,320,191,534,872,849,260
337,1,301,363,768,584,529,713,548,988,839,952,909,4,823,88,155,172
338,0,734,55,362,222,221,764,363,457,717,821,168,498,678,638,591,810
339,1,94,594,107,943,877,997,415,171,248,33,606,255,358,753,792,7
340,1,744,863,35,110,567,772,919,501,48,416,742,119,643,885,213,379
341,1,942,248,873,290,92,636,105,641,213,114,582,944,256,725,32,592
342,0,746,654,501,374,717,844,568,249,955,359,637,320,175,137,346,987
343,1,455,110,192,656,536,804,801,440,847,953,88,24,851,55,273,72
344,0,405,973,591,159,989,122,212,190,827,460,240,714,831,682,487,471
345,0,727,342,183,417,412,387,831,607,406,922,245,383,532,173,479,776
346,1,285,65,188,172,523,435,420,589,239,911,935,382,293,33,743,704
347,3,924,384,753,80,540,740,993,713,72,160,524,400,419,229,762,270
348,1,53,235,134,958,341,574,458,585,681,590,0,789,143,377,820,586
349,3,266,672,929,555,107,789,340,479,61,31,573,88,158,198,218,981
350,1,83,984,353,914,582,655,756,310,893,859,215,381,636,682,673,81
351,1,570,293,527,933,895,826,102,716,935,217,193,471,359,111,946,223
352,0,607,778,600,803,448,587,594,915,421,253,643,343,932,661,834,696
353,1,89,604,621,896,490,832,747,550,919,856,735,87,783,194,754,744
354,0,306,910,545,988,488,853,575,926,626,193,982,137,343,283,230,939
355,1,694,336,562,290,563,653,184,678,918,796,438,813,94,188,431,745
356,1,471,444,347,659,237,39,576,404,960,187,792,377,666,388,768,155
357,1,19,787,130,542,2,652,627,424,905,83,890,318,355,969,507,599
358,1,604,924,104,931,457,741,292,161,759,13,298,97,948,102,271,740
359,1,579,440,833,876,182,745,960,589,590,930,234,922,257,987,254,471
360,1,764,673,279,647,874,97,994,107,555,713,41,319,696,441,969,13
361,0,299,993,29,501,55,925,91,823,922,581,142,627,600,936,104,723
362,0,286,890,714,572,534,548,272,308,698,590,741,622,118,970,692,148
363,5,498,190,869,953,682,138,82,360,917,180,333,806,497,434,395,899
364,0,316,575,336,499,924,728,786,344,704,598,999,441,542,888,880,607
365,1,7,443,506,348,261,548,139,497,481,960,247,163,293,530,437,640
366,0,646,302,421,243,237,874,168,220,491,582,436,885,162,927,191,125
367,1,550,725,290,219,194,284,482,175,536,272,910,112,727,558,551,307
368,1,742,862,810,132,172,772,155,577,321,409,347,370,36,327,224,934
369,3,735,569,734,473,939,453,216,572,741,503,968,690,736,305,814,170
370,1,835,338,773,675,28,301,513,88,385,159,520,960,313,374,59,123
371,0,159,403,760,645,348,527,870,927,263,845,970,989,365,480,455,445
372,0,898,108,831,76,333,879,577,350,452,489,706,559,371,539,255,744
373,1,387,846,113,232,588,442,752,194,784,969,280,684,876,293,668,377
374,0,344,682,199,887,778,308,424,120,179,316,866,366,484,900,28,440
375,1,616,3,226,284,95,646,327,644,146,54,866,701,61,84,955,417
376,1,892,408,67,46,470,582,607,469,292,461,734,758,830,794,789,242
377,1,832,218,759,241,483,639,859,903,475,809,700,801,476,151,667,810
378,1,447,690,102,779,70,423,349,696,62,290,96,184,155,536,705,786
379,1,108,547,341,575,931,697,520,623,238,987,402,970,129,417,601,956
380,2,422,36,230,360,927,217,643,948,585,552,826,638,211,106,400,362
381,1,978,932,411,395,128,262,204,201,714,864,196,169,115,18,758,984
382,1,947,925,859,507,831,26,573,907,591,71,590,130,726,820,566,735
383,1,517,941,451,721,700,342,596,232,769,67,498,425,118,684,777,351
384,1,597,761,136,191,880,192,756,335,4,470,581,180,87,959,499,302
385,1,681,576,9,815,549,820,138,559,830,259,721,258,784,201,975,936
386,1,110,339,218,557,150,100,119,741,241,148,783,670,366,696,989,453
387,1,243,640,641,911,59,147,864,508,807,492,791,319,659,339,532,206
