129,0,558,742,17,337,874,294,123,632
130,0,363,51,709,711,374,426,685,231
131,3,984,892,336,620,928,65,943,104
132,1,388,777,990,589,276,520,20,795
133,1,326,390,766,420,455,436,646,683
134,1,97,934,893,0,348,188,671,526
135,0,76,868,381,394,893,960,211,640
136,1,197,0,132,375,38,810,198,281
137,1,236,638,35,438,143,919,4,485
138,1,31,941,474,964,569,71,808,308
139,0,770,546,529,815,955,106,126,769
140,5,777,631,51,364,767,192,210,898
141,1,634,888,267,931,761,616,769,744
142,1,734,148,606,273,697,584,85,597
143,0,710,568,368,283,497,246,130,572
144,1,561,297,387,733,192,629,519,798
145,1,273,54,953,755,195,689,52,113
146,0,663,422,979,132,193,4,378,167
147,0,779,410,548,541,995,725,388,702
148,1,268,754,758,127,782,94,314,437
149,1,200,628,452,179,323,632,232,576
150,1,272,449,332,457,772,154,92,202
151,0,655,946,925,235,137,918,875,241
152,3,472,517,79,151,388,355,266,970
153,1,671,971,652,627,579,169,933,723
154,1,401,414,960,18,575,999,813,588
155,1,519,33,61,196,326,941,752,906
156,0,146,440,424,961,676,195,210,328
157,1,974,970,700,630,110,948,891,671
158,1,78,19,311,720,478,274,770,216
159,1,166,590,479,726,277,393,908,352
160,0,785,521,699,792,823,997,124,255
161,1,827,68,650,496,906,426,473,379
162,1,15,756,902,294,356,340,437,289
163,3,636,951,714,449,950,738,688,969
164,1,525,18,159,216,902,543,537,96
165,1,885,204,898,125,289,971,117,606
166,3,632,487,948,622,987,87,375,57
167,0,403,952,686,54,663,309,716,144
168,1,764,983,617,803,799,398,232,987
169,1,431,651,335,283,996,472,619,136
170,1,601,598,118,995,451,621,297,935
171,0,343,878,955,505,930,370,911,971
172,0,865,1,87,862,677,503,797,801
173,1,445,457,261,228,552,554,20,640
174,0,775,633,837,812,475,124,98,610
175,4,467,800,92,823,34,635,634,712
176,0,3,627,984,125,677,614,789,685
177,1,198,378,666,663,473,17,187,54
178,1,744,890,921,454,269,480,289,694
179,4,326,280,524,216,12,391,789,460
180,4,356,32,101,693,692,620,131,988
181,1,127,40,570,869,947,294,427,978
182,0,175,202,214,686,672,950,76,101
183,1,243,642,547,364,527,897,124,83
184,0,415,392,967,385,618,336,454,720
185,1,13,595,884,781,384,125,162,432
186,1,423,464,352,551,892,514,358,368
187,0,506,749,53,889,910,799,673,976
188,0,401,672,410,661,944,194,44,115
189,0,467,259,904,514,296,306,817,698
190,1,477,557,5,640,88,455,440,468
191,0,250,439,720,878,356,959,689,516
192,3,877,663,37,248,819,784,628,166
193,3,31,700,165,766,205,650,501,548
194,5,234,731,791,13,716,700,413,922
195,0,185,704,678,547,353,998,327,374
196,1,242,691,857,987,277,19,990,65
197,0,847,491,997,755,525,806,371,111
198,0,758,483,103,932,745,399,554,425
199,4,336,687,393,964,176,190,645,827
200,1,366,325,51,287,808,474,155,39
201,0,937,27,85,315,261,504,440,598
202,1,56,347,830,475,290,607,257,961
203,1,502,424,510,573,150,953,448,152
204,0,505,514,40,663,560,468,852,0
205,0,73,313,23,275,149,531,72,484
206,1,636,560,68,879,122,989,993,224
207,0,430,48,151,660,332,688,612,515
208,0,358,505,204,989,248,243,539,962
209,3,300,762,937,356,366,707,377,540
210,0,907,887,308,517,265,659,272,782
211,0,583,413,374,795,825,590,555,602
212,1,984,465,246,804,585,139,726,539
213,1,316,480,314,396,58,812,975,162
214,1,481,826,139,876,31,382,14,916
215,1,502,728,519,999,857,111,25,630
216,1,181,79,840,669,297,25,64,957
217,4,418,248,695,930,531,594,22,136
218,5,952,186,155,904,745,822,846,283
219,1,8,372,973,439,831,146,254,193
220,1,835,478,970,958,347,63,176,722
221,1,263,45,229,861,909,320,617,673
222,1,542,675,166,556,773,322,216,341
223,0,277,797,450,274,589,760,490,841
224,0,872,987,888,781,223,29,984,525
225,4,34,232,550,263,78,267,185,300
226,1,265,924,830,612,417,517,853,992
227,0,852,16,78,709,80,174,187,101
228,0,812,195,21,678,281,294,376,72
229,0,630,233,493,861,26,757,610,777
230,3,257,717,314,95,634,381,835,49
231,1,55,128,648,573,564,511,71,572
232,1,843,47,374,80,455,773,323,749
233,1,261,970,937,754,212,678,648,197
234,1,886,757,694,307,60,189,492,568
235,1,206,193,470,116,7,419,347,637
236,0,171,238,256,306,313,703,417,641
237,1,724,651,492,553,363,919,479,545
238,5,320,929,63,273,425,335,328,619
239,1,834,287,324,477,100,854,607,579
240,0,815,799,653,134,104,895,952,18
241,0,883,213,305,709,793,302,442,970
242,1,329,852,153,436,958,955,912,105
243,1,860,817,63,252,853,290,493,887
244,0,829,782,404,111,129,676,354,305
245,1,508,64,542,485,350,226,890,472
246,1,740,760,124,639,59,787,825,476
247,1,932,181,80,251,748,637,95,109
248,1,534,451,597,697,665,915,789,414
249,1,777,501,892,957,219,666,887,701
250,1,45,697,146,208,623,806,509,239
251,1,570,278,339,255,26,229,792,240
252,1,795,720,717,73,140,948,583,85
253,0,47,785,30,142,137,779,432,184
254,1,275,297,270,47,961,983,554,575
255,0,463,669,151,191,169,788,367,723
256,3,442,721,149,884,409,200,490,337
257,0,311,317,72,344,828,16,196,938
258,1,10,294,314,241,358,604,932,435
259,1,254,545,10,610,282,735,394,747
260,1,385,378,100,969,325,818,432,287
261,0,258,850,218,543,365,292,191,813
262,1,694,916,718,2,30,928,560,814
263,1,626,544,368,371,381,666,156,530
264,1,691,734,512,666,550,624,559,159
265,1,205,713,202,504,533,437,352,631
266,1,396,715,25,488,997,410,434,934
267,1,371,950,685,91,524,423,205,252
268,1,513,136,567,352,867,614,826,824
269,1,220,672,51,442,765,704,312,129
270,3,603,773,574,314,982,655,196,719
271,1,5,314,51,269,93,195,738,318
272,0,150,905,895,266,297,916,98,120
273,0,779,655,404,956,689,939,13,284
274,1,628,221,540,450,594,435,585,138
275,1,282,482,848,354,895,502,101,223
276,0,982,268,789,785,886,104,129,468
277,1,937,94,414,512,424,841,922,271
278,0,814,686,86,633,413,643,355,551
279,1,675,814,173,646,831,943,790,877
280,0,613,97,702,271,793,316,774,378
281,0,593,7,847,859,736,776,421,21
282,0,202,424,555,272,237,853,446,720
283,0,470,376,273,247,995,50,211,435
284,1,442,957,533,362,158,583,843,15
285,1,343,989,30,557,946,909,484,605
286,1,624,740,378,443,166,905,88,841
287,1,594,313,137,192,570,660,135,4
288,0,182,143,612,677,319,211,359,412
289,0,265,253,828,327,629,282,80,28
290,1,903,898,935,965,441,783,151,105
291,1,764,204,166,154,447,886,929,312
292,0,804,224,149,427,329,721,138,881
293,0,259,503,379,0,737,955,429,152
294,3,42,691,407,268,266,455,936,393
295,1,302,103,771,440,488,947,745,279
296,0,390,988,987,531,306,186,535,611
297,0,478,721,386,722,845,333,363,117
298,1,175,41,435,226,721,538,477,735
299,1,974,190,537,258,454,419,207,963
300,1,536,904,310,63,484,929,138,825
301,1,105,272,133,478,865,20,618,483
302,0,136,716,916,487,984,110,658,271
303,1,740,481,233,770,803,361,347,274
304,1,116,111,857,988,634,968,45,881
305,3,820,236,701,40,783,631,816,903
306,0,122,476,437,649,907,160,509,333
307,1,674,765,558,755,327,383,607,957
308,1,255,732,1,92,673,795,127,976
309,1,440,164,956,288,987,447,940,139
310,0,854,465,957,851,808,685,860,448
311,1,636,220,991,348,719,365,38,537
312,0,887,667,919,720,369,638,180,345
313,0,288,7,700,292,145,826,716,773
314,1,58,11,864,99,188,927,762,888
315,0,645,471,331,991,535,653,784,263
316,1,795,294,672,270,369,696,653,460
317,0,42,704,710,975,3,610,741,66
318,1,220,811,419,224,221,889,208,401
319,0,892,492,572,720,675,732,6,576
320,1,253,960,492,793,741,95,275,919
321,1,523,317,502,519,986,408,576,361
322,1,415,438,83,434,554,210,149,524
323,5,174,192,34,78,14,23,642,574
324,1,321,41,496,163,950,194,63,564
325,4,918,757,883,267,411,396,521,995
326,1,223,194,851,961,983,632,588,274
327,0,62,752,72,188,515,249,102,940
328,1,319,948,586,66,283,146,816,348
329,3,734,118,326,13,189,216,242,564
330,5,273,27,266,470,654,365,580,203
331,0,63,756,381,803,384,543,865,281
332,0,356,39,337,877,252,673,805,277
333,0,648,128,76,713,119,785,673,375
334,0,456,226,322,116,819,982,868,340
335,0,31,64,480,862,537,320,140,429
336,0,701,56,611,172,24,637,560,995
337,1,737,834,2,379,866,368,560,700
338,0,143,407,828,609,870,851,900,389
339,1,354,582,484,82,792,714,214,634
340,1,240,826,731,209,752,435,425,560
341,1,459,400,323,664,493,587,417,21
342,0,834,115,858,300,127,88,898,532
343,1,23,742,891,840,260,788,190,920
344,0,554,407,482,90,509,876,919,769
345,0,555,764,123,909,981,334,517,470
346,1,139,351,504,654,816,558,480,643
347,3,807,278,477,292,142,798,485,783
348,1,716,947,34,613,877,163,155,71
349,3,786,495,817,310,773,493,707,210
350,1,45,128,712,236,50,740,239,0
351,1,524,812,977,198,28,415,339,186
352,0,3,869,431,250,908,379,969,625
353,1,893,44,916,689,360,631,249,752
354,0,407,599,669,290,812,834,921,237
355,1,194,925,259,395,393,107,207,996
356,1,980,177,916,57,802,701,899,441
357,1,256,714,40,847,696,167,87,626
358,1,955,252,931,152,602,648,195,412
359,1,553,158,955,226,191,422,418,881
360,1,391,726,134,637,78,790,212,71
361,0,557,126,47,50,985,465,177,574
362,0,8,165,164,686,805,388,588,426
363,5,719,176,750,568,926,781,749,61
364,0,853,156,89,626,403,932,856,677
365,1,986,604,134,775,200,275,969,101
366,0,909,622,257,470,754,526,88,922
367,1,488,153,590,349,865,359,243,835
368,1,815,143,717,846,12,381,493,930
369,3,32,737,923,164,982,904,703,132
370,1,928,357,50,109,320,738,410,711
371,0,817,701,245,646,276,579,327,197
372,0,66,790,281,874,826,517,290,550
373,1,462,786,416,943,235,143,588,353
374,0,931,127,57,624,279,207,438,361
375,1,538,765,537,192,445,578,640,644
376,1,111,194,215,893,758,31,597,948
377,1,367,440,195,368,299,260,786,263
378,1,345,200,606,70,986,732,807,764
379,1,826,480,483,400,488,18,932,382
380,2,752,405,990,761,804,896,484,803
381,1,495,253,720,194,602,344,80,447
382,1,225,57,278,467,105,523,631,838
383,1,98,991,600,440,509,851,398,236
384,1,229,226,655,512,466,236,486,133
385,1,41,804,931,65,255,133,661,191
386,1,447,898,970,948,365,605,961,552
387,1,605,2,740,770,985,625,636,546
388,1,418,26,978,74,811,766,879,264
389,1,617,211,967,398,970,759,157,497
390,1,273,891,675,627,70,54,182,602
391,1,78,359,240,257,113,691,370,645
392,0,53,470,475,689,223,987,42,536
393,1,76,365,776,543,946,151,594,621
394,1,478,780,511,265,828,958,390,578
395,1,58,121,456,821,648,561,407,133
396,3,159,723,29,560,680,917,947,934
397,0,483,668,774,194,102,887,176,12
398,1,427,807,494,862,35,700,343,533
399,0,612,137,566,355,624,288,445,898
400,1,738,990,564,340,696,351,716,987
401,2,487,762,229,591,323,28,513,287
402,0,493,414,0,705,863,364,538,470
403,3,632,910,883,985,295,157,43,486
404,1,636,813,625,822,576,836,315,856
405,3,400,807,533,904,473,387,72,641
406,0,711,78,746,581,355,46,623,160
407,3,981,341,418,16,231,429,574,441
408,1,5,399,558,666,798,80,175,142
409,0,615,455,416,519,295,892,903,696
410,1,880,180,616,477,996,413,465,464
411,1,171,594,508,712,496,856,231,519
412,4,596,224,701,551,905,592,580,593
413,1,330,515,216,792,145,381,55,720
414,1,528,725,465,757,398,641,794,83
415,0,55,383,388,999,659,185,972,811
416,4,998,313,335,491,871,285,183,688
417,5,13,721,815,660,884,165,136,627
418,0,802,409,543,913,175,649,168,614
419,5,703,9,344,457,141,258,291,402
420,1,610,293,865,582,742,392,943,902
421,0,404,615,298,300,598,841,362,627
422,1,534,593,254,723,671,567,74,126
423,0,137,785,676,327,553,668,976,850
424,1,675,783,911,810,167,46,574,107
425,1,576,72,640,673,319,708,927,75
426,1,739,71,980,107,504,62,888,373
427,0,748,628,174,379,514,59,70,710
428,0,357,502,953,122,511,461,349,538
429,1,753,84,70,102,900,66,495,415
430,0,537,782,268,347,294,967,675,255
431,1,607,770,140,75,321,272,19,327
432,1,385,253,815,55,236,479,789,982
433,1,435,226,936,915,890,969,555,842
434,4,666,544,279,812,332,110,592,33
435,2,597,55,368,280,820,61,847,942
436,1,968,538,705,239,113,680,953,69
437,1,121,983,195,597,319,548,564,26
438,1,194,816,427,753,293,521,58,909
439,0,82,447,68,21,966,601,610,648
440,3,847,408,644,877,387,605,798,349
441,0,182,36,255,677,355,670,517,509
442,1,529,552,16,984,93,287,972,934
443,0,982,347,598,166,786,243,925,280
444,1,824,969,694,21,31,943,993,608
445,1,339,782,571,305,236,725,982,830
446,1,289,55,366,119,103,307,797,845
447,1,316,186,869,612,858,704,834,484
448,4,488,376,254,447,605,709,125,23
449,1,686,574,240,233,408,20,850,221
450,0,749,471,725,570,186,340,513,213
451,0,737,691,429,792,338,709,53,929
452,1,777,736,833,153,718,823,910,932
453,0,533,679,952,644,824,521,143,158
454,0,687,104,390,84,955,484,653,871
455,0,174,954,89,945,699,950,488,804
456,0,362,275,595,163,757,8,7,340
457,1,268,848,561,35,347,892,60,734
458,0,54,717,286,192,950,578,52,317
459,1,977,206,760,83,320,661,200,709
460,3,380,831,976,477,908,627,859,59
461,1,970,268,448,949,436,316,90,776
462,1,870,270,199,788,251,808,479,501
463,0,307,783,220,909,29,633,865,735
464,1,583,930,555,21,980,856,181,889
465,1,370,286,372,392,648,458,173,191
466,4,735,800,955,138,964,788,29,809
467,1,292,883,521,439,462,475,969,138
468,1,425,685,102,679,456,7,753,362
469,1,626,427,302,100,566,563,536,247
470,1,459,365,968,990,289,375,303,814
471,1,761,897,9,907,124,336,36,640
472,1,814,344,612,775,580,822,78,558
473,1,18,56,230,96,413,779,941,494
474,1,330,973,595,582,959,438,132,705
475,1,590,55,255,416,537,41,839,673
476,1,33,859,601,208,692,398,311,346
477,1,218,873,809,684,825,201,209,339
478,1,74,354,965,885,555,69,333,229
479,0,96,855,417,428,880,444,754,547
480,1,338,397,746,762,460,255,579,860
481,0,101,272,626,490,428,173,62,540
482,3,930,280,402,633,315,907,493,466
483,0,556,134,133,937,49,670,99,39
484,3,815,699,71,73,660,798,143,791
485,1,420,181,632,831,288,996,98,993
486,1,958,445,462,735,991,150,977,622
487,0,301,938,266,491,512,979,484,833
488,0,716,94,715,22,990,917,58,165
489,1,450,161,710,1,792,46,89,594
490,1,15,49,483,343,190,54,993,136
491,0,57,461,574,541,648,188,715,35
492,1,522,576,709,450,215,817,560,41
493,0,776,35,310,536,642,490,44,928
494,0,434,636,0,751,337,784,46,719
495,1,73,482,33,115,676,899,707,838
496,1,22,242,790,853,893,629,80,632
497,0,952,766,880,708,742,312,232,469
498,1,277,314,728,620,783,127,499,37
499,0,412,25,652,867,669,171,407,883
500,1,926,213,841,452,939,50,731,996
501,1,892,712,344,156,107,495,944,142
502,1,450,406,508,584,452,191,533,937
503,0,453,682,676,834,376,169,199,544
504,0,594,999,95,510,492,634,981,702
505,1,806,717,955,6,990,790,397,427
506,1,857,830,512,948,58,798,227,138
507,1,596,482,234,443,315,900,44,675
508,5,662,810,584,333,565,323,518,882
509,1,130,743,551,336,202,890,135,649
510,0,964,602,541,738,947,899,994,286
511,1,727,745,961,155,604,731,362,469
512,0,126,454,837,451,355,274,654,632
513,0,686,438,985,494,104,200,969,309
514,0,832,666,358,32,972,524,237,322
515,1,673,129,660,663,228,165,994,233
516,1,696,994,91,644,603,436,209,566
517,0,313,34,497,274,311,754,964,115
518,1,383,133,862,504,704,625,615,393
519,0,57,504,956,919,761,420,37,715
520,1,771,969,776,331,85,661,865,21
521,1,786,246,557,104,704,400,807,159
522,1,115,223,617,443,297,629,356,803
523,0,877,329,551,230,441,353,70,201
524,1,375,294,232,427,251,210,238,145
525,0,534,458,460,485,748,691,161,70
526,5,728,430,41,445,230,704,256,791
527,1,165,145,519,583,2,926,928,847
528,1,778,188,803,680,351,649,879,136
529,1,655,804,306,796,837,78,282,967
530,1,23,680,880,821,193,911,324,161
531,0,150,900,165,753,465,475,873,808
532,0,287,660,24,992,286,719,853,620
533,1,1,803,372,229,538,137,919,599
534,0,299,523,755,212,524,378,988,208
535,0,118,446,363,191,882,573,368,804
536,1,123,759,857,658,557,424,645,926
537,1,681,896,418,92,428,414,519,787
538,1,272,131,41,511,868,430,946,155
539,0,25,497,704,939,931,691,303,221
540,1,826,936,978,710,28,233,663,68
541,1,924,415,819,58,999,927,246,990
542,0,690,366,427,756,531,596,525,726
543,1,213,329,917,632,554,315,102,294
544,1,490,899,532,948,172,353,848,761
545,0,478,315,627,847,594,852,227,160
546,0,703,725,709,393,151,152,363,838
547,1,289,576,99,914,564,898,421,495
548,0,737,702,850,317,413,453,650,709
549,1,389,363,844,863,737,368,854,754
550,5,494,590,903,293,81,893,140,320
551,4,574,751,317,298,376,757,673,786
552,1,836,777,582,458,943,66,527,439
553,1,858,474,627,137,60,42,243,469
554,1,560,257,749,88,283,906,154,738
555,0,949,683,935,704,995,227,486,462
556,1,120,660,35,674,409,300,584,499
557,1,775,175,549,493,270,274,974,489
558,1,59,186,679,105,454,495,708,849
559,1,163,600,263,565,199,996,929,18
560,1,41,793,568,133,269,51,480,960
561,1,461,793,299,477,542,712,432,768
562,1,458,679,432,151,881,684,310,842
563,0,732,281,482,700,189,498,679,394
564,1,341,421,688,304,117,410,111,197
565,1,199,540,744,429,484,563,615,858
566,1,868,453,133,475,179,651,930,390
567,1,905,446,692,251,3,758,862,84
568,4,893,630,513,244,220,234,966,956
569,1,222,82,537,855,86,858,353,888
570,0,266,844,218,192,733,994,869,669
571,0,282,297,752,107,211,189,40,687
572,0,295,476,642,215,947,872,543,138
573,0,68,846,774,629,19,644,93,538
574,1,664,367,780,815,300,846,248,670
575,1,229,157,985,960,369,516,9,603
576,1,673,435,242,367,754,325,221,375
577,1,636,772,308,930,215,309,281,827
578,1,905,429,328,638,48,767,971,888
579,1,551,126,820,774,598,927,585,566
580,3,293,317,228,451,515,999,703,259
581,1,931,435,303,364,434,580,973,955
582,1,624,940,20,4,575,26,163,523
583,1,622,316,506,326,4,195,435,184
584,3,714,906,158,373,428,355,696,904
585,0,271,650,96,921,690,672,446,14
586,0,147,402,632,909,130,367,370,688
587,0,509,870,655,936,516,434,172,68
588,1,328,924,200,622,170,978,55,297
589,3,88,388,60,206,347,328,683,627
590,0,359,639,177,193,57,409,834,833
591,1,761,42,315,6,104,26,901,254
592,1,37,313,972,331,701,448,902,398
593,1,298,955,167,423,715,492,775,134
594,0,858,742,620,834,224,462,495,934
595,0,540,96,450,364,616,770,680,5
596,1,298,79,228,515,296,647,325,348
597,1,81,141,147,738,653,363,939,370
598,1,624,404,436,871,189,951,308,883
599,0,446,453,72,135,212,748,932,473
600,0,846,525,224,712,168,916,100,782
601,1,198,851,981,148,864,408,760,657
602,1,416,688,869,27,943,249,899,810
603,1,854,979,529,228,891,988,2,788
604,0,261,886,368,676,660,973,48,122
605,1,245,597,986,422,603,875,370,981
606,1,745,97,481,846,504,603,108,873
607,1,298,728,419,806,78,624,330,136
608,1,136,192,874,70,84,853,583,792
609,1,561,894,964,478,457,675,57,886
610,0,21,68,274,758,442,768,38,376
611,1,386,517,36,957,65,630,86,107
612,1,333,683,524,935,57,945,624,86
613,3,181,460,540,492,318,902,128,889
614,0,806,649,985,494,206,417,729,106
615,1,756,626,103,217,36,702,638,805
616,1,809,878,313,543,795,513,482,802
617,1,670,301,860,708,522,961,558,703
618,4,55,800,835,397,947,814,245,513
619,4,680,497,211,93,800,638,625,954
620,1,597,310,742,523,748,773,966,993
621,3,307,395,759,801,18,163,402,750
622,1,61,617,99,610,160,605,677,53
623,1,94,460,152,640,657,367,780,735
624,0,149,97,189,520,694,580,92,96
625,0,77,823,931,731,258,902,460,431
626,1,939,584,330,23,369,424,713,761
627,1,316,850,756,404,177,380,151,160
628,1,63,896,320,119,152,316,159,900
629,1,654,454,779,452,31,681,107,353
630,1,841,162,768,782,894,859,622,381
631,3,872,98,437,456,841,79,113,38
632,1,321,28,769,570,990,136,236,981
633,0,441,277,743,187,975,426,473,237
634,0,241,490,499,840,877,288,893,248
635,0,884,831,210,229,855,595,888,469
636,5,478,208,678,816,145,100,238,701
637,4,487,38,280,843,934,999,58,40
638,0,654,925,383,805,167,749,685,431
639,3,302,896,845,118,936,474,874,114
640,1,829,112,278,452,167,727,681,412
641,3,359,145,573,273,456,572,101,115
642,1,536,213,981,58,460,983,311,499
643,1,201,617,80,963,631,915,914,77
644,1,782,352,187,457,93,575,429,298
645,1,679,101,789,415,405,217,7,970
646,1,660,234,708,110,329,424,674,147
647,1,142,533,323,26,420,922,285,84
648,1,259,891,224,94,864,824,837,985
649,1,392,672,51,188,410,863,12,243
650,1,907,275,411,805,360,682,121,794
651,0,883,940,245,122,666,211,811,448
652,1,418,867,531,12,318,608,165,451
653,3,415,205,727,679,828,600,780,453
654,1,381,491,984,990,268,789,310,475
655,1,688,195,657,843,150,599,164,523
656,5,487,902,781,542,641,817,809,218
657,0,131,552,914,208,296,182,387,756
658,0,225,226,84,830,402,212,308,311
659,1,260,798,788,14,928,876,852,369
660,1,796,569,311,206,450,139,950,269
661,1,830,723,332,432,884,822,93,18
662,4,767,121,615,49,703,374,318,971
663,1,948,475,279,251,648,319,986,621
664,1,35,74,307,76,217,660,678,218
665,0,497,208,435,584,985,380,913,12
666,1,951,879,174,443,596,194,89,274
667,0,741,178,732,123,709,45,837,511
668,1,110,544,539,59,548,586,814,89
669,5,680,226,197,984,678,115,268,13
670,0,265,486,675,997,502,212,22,968
671,1,360,71,31,684,877,577,389,743
672,0,738,88,761,930,621,187,898,632
673,1,463,510,464,759,319,749,868,322
674,1,293,908,689,282,470,403,985,608
675,1,725,468,917,746,285,861,67,463
676,0,968,652,665,858,540,101,587,114
677,1,791,896,318,304,4,790,629,870
678,1,653,612,642,602,177,866,354,364
679,1,558,797,530,451,441,79,251,168
680,1,884,327,102,142,482,845,161,654
681,1,305,824,865,256,803,178,306,145
682,1,897,852,744,628,698,244,356,383
683,0,6,919,385,901,21,587,8,408
684,1,58,508,790,538,249,572,0,869
685,0,513,446,40,387,944,573,983,818
686,0,129,647,495,700,547,810,614,120
687,0,468,639,812,104,387,207,491,953
688,1,57,979,80,203,840,709,409,369
689,0,25,587,592,224,502,293,434,932
690,1,497,106,535,57,601,737,257,987
691,1,360,577,587,903,572,288,928,600
692,1,40,662,912,564,623,670,628,776
693,1,84,76,135,605,871,659,455,482
694,1,816,71,583,608,107,204,77,270
695,0,640,453,343,277,120,830,981,967
696,0,457,531,973,495,828,886,507,955
697,1,594,398,512,872,232,477,602,219
698,1,992,401,209,108,339,635,186,685
699,4,266,62,667,947,119,32,173,497
