353,1,112,276,315,211,639,565
354,0,865,48,932,415,273,930
355,1,600,418,741,486,692,346
356,1,126,894,766,718,538,197
357,1,221,614,599,772,259,851
358,1,299,557,509,2,849,439
359,1,255,713,261,709,650,860
360,1,718,130,960,31,770,296
361,0,132,302,526,895,427,431
362,0,829,739,207,945,672,453
363,5,506,1,903,977,918,854
364,0,340,933,620,935,886,607
365,1,260,870,369,948,525,186
366,0,161,141,868,769,294,331
367,1,152,761,342,917,304,799
368,1,384,511,63,745,807,5
369,3,156,923,806,737,794,161
370,1,30,883,464,700,847,788
371,0,873,33,432,611,356,891
372,0,920,842,668,896,820,96
373,1,911,58,580,559,28,816
374,0,683,85,839,704,449,273
375,1,64,376,157,681,758,415
376,1,647,21,723,545,812,79
377,1,303,101,518,352,36,825
378,1,448,452,702,202,678,549
379,1,714,561,235,680,327,189
380,2,187,298,67,507,423,15
381,1,960,840,879,771,864,936
382,1,920,100,970,913,646,219
383,1,607,88,875,415,695,325
384,1,521,849,839,522,601,673
385,1,197,139,164,597,635,71
386,1,513,312,374,672,262,909
387,1,61,857,507,260,708,522
388,1,612,541,759,70,861,802
389,1,769,622,363,875,132,866
390,1,933,235,633,997,836,335
391,1,3,63,242,77,853,93
392,0,637,317,499,205,781,477
393,1,974,670,124,278,268,516
394,1,545,814,554,880,102,851
395,1,978,78,937,129,917,358
396,3,792,309,779,543,638,26
397,0,842,825,717,231,755,594
398,1,334,313,611,714,224,840
399,0,468,208,675,649,186,389
400,1,946,535,8,147,911,574
401,2,296,846,83,1,641,766
402,0,924,799,917,813,405,812
403,3,472,346,944,171,485,823
404,1,316,669,286,820,430,478
405,3,311,940,710,534,684,575
406,0,564,579,226,437,458,357
407,3,307,145,539,510,868,785
408,1,700,318,236,999,36,17
409,0,660,361,426,166,547,290
410,1,641,954,628,571,35,21
411,1,943,999,532,649,78,24
412,4,495,293,540,969,869,315
413,1,738,772,441,838,894,49
414,1,388,218,925,599,849,975
415,0,439,586,9,52,748,588
416,4,693,518,418,38,587,996
417,5,736,192,812,697,682,414
418,0,625,598,950,865,628,984
419,5,880,853,997,841,329,731
420,1,484,745,638,960,500,606
421,0,917,613,765,913,339,900
422,1,391,178,797,756,54,841
423,0,904,253,363,6,101,613
424,1,484,546,20,143,412,730
425,1,667,610,455,175,315,170
426,1,90,229,674,965,437,370
427,0,801,718,130,476,546,553
428,0,876,637,760,355,613,320
429,1,368,314,562,65,782,257
430,0,868,571,584,808,564,113
431,1,646,983,966,44,19,694
432,1,696,655,241,508,216,724
433,1,370,683,981,987,418,582
434,4,357,770,671,124,935,297
435,2,87,51,259,543,104,748
436,1,183,68,544,383,87,62
437,1,354,490,832,510,906,830
438,1,677,684,738,442,552,61
439,0,122,32,968,796,313,747
440,3,335,772,516,583,293,76
441,0,315,88,62,714,685,11
442,1,530,312,638,416,280,357
443,0,368,954,411,793,325,487
444,1,799,440,910,519,884,395
445,1,651,646,73,937,945,772
446,1,795,543,482,499,977,272
447,1,244,510,664,620,336,921
448,4,367,774,397,713,901,289
449,1,926,418,752,619,329,127
450,0,773,987,836,532,983,878
451,0,578,83,506,983,511,72
452,1,682,413,213,686,22,425
453,0,152,454,830,449,558,353
454,0,828,30,351,628,919,587
455,0,100,877,920,781,224,52
456,0,170,55,364,942,419,109
457,1,125,481,932,924,358,184
458,0,340,17,250,196,775,31
459,1,803,781,455,304,12,91
460,3,356,216,444,291,852,746
461,1,33,339,704,381,716,118
462,1,18,206,536,215,736,841
463,0,333,759,935,872,283,847
464,1,212,514,542,848,293,413
465,1,486,422,706,793,745,376
466,4,731,697,174,957,897,473
467,1,536,210,822,118,168,291
468,1,785,360,999,957,52,843
469,1,214,506,693,227,636,851
470,1,566,779,340,638,36,899
471,1,421,296,101,129,802,600
472,1,500,680,467,327,299,112
473,1,272,180,750,189,988,283
474,1,805,153,54,721,550,256
475,1,69,263,620,511,344,254
476,1,502,846,599,551,662,347
477,1,580,270,693,271,787,378
478,1,893,624,817,73,343,368
479,0,576,353,397,406,713,37
480,1,919,105,315,28,120,662
481,0,81,535,241,739,562,102
482,3,310,437,12,719,238,740
483,0,4,370,26,751,971,898
484,3,808,194,845,719,257,613
485,1,245,4,747,355,402,57
486,1,205,714,622,609,149,978
487,0,213,740,329,964,43,125
488,0,754,356,456,983,735,628
489,1,768,517,584,611,938,803
490,1,980,796,819,741,455,285
491,0,998,922,105,370,518,528
492,1,429,383,609,936,341,162
493,0,415,314,942,51,191,179
494,0,102,818,55,964,80,605
495,1,899,924,609,870,375,584
496,1,823,885,112,441,281,67
497,0,992,207,392,427,586,262
498,1,741,723,544,423,180,313
499,0,369,832,829,841,680,297
500,1,668,647,268,535,341,598
501,1,610,565,717,46,993,167
502,1,131,274,296,723,544,332
503,0,262,308,169,619,536,408
504,0,245,718,663,503,992,931
505,1,146,564,537,993,461,437
506,1,366,879,515,333,869,226
507,1,814,933,136,327,377,119
508,5,395,939,927,600,815,653
509,1,571,276,348,349,912,230
510,0,433,801,499,940,748,518
511,1,290,812,81,459,774,255
512,0,85,412,244,282,5,117
513,0,174,971,753,236,608,459
514,0,627,996,27,676,500,528
515,1,46,503,67,920,222,933
516,1,811,888,303,817,682,58
517,0,219,446,590,176,385,220
518,1,764,607,876,878,447,926
519,0,915,957,494,856,496,947
520,1,578,228,869,713,601,423
521,1,104,2,499,378,472,402
522,1,961,104,934,500,400,222
523,0,140,589,193,899,559,58
524,1,342,798,699,224,526,906
525,0,26,267,54,740,301,210
526,5,643,989,678,39,635,972
527,1,946,14,788,42,407,574
528,1,398,800,854,955,725,233
529,1,881,171,593,61,404,38
530,1,839,141,22,487,203,486
531,0,261,20,623,118,873,188
532,0,587,921,555,126,744,707
533,1,621,708,202,415,789,478
534,0,192,877,107,987,714,336
535,0,41,449,681,203,874,588
536,1,166,336,497,14,709,929
537,1,849,665,307,564,689,133
538,1,722,853,920,607,745,532
539,0,268,774,338,586,991,973
540,1,305,590,842,712,237,247
541,1,929,323,542,423,974,651
542,0,728,293,216,787,392,342
543,1,67,499,150,378,431,812
544,1,870,771,426,295,433,429
545,0,531,609,442,623,386,446
546,0,302,787,752,627,297,576
547,1,43,160,795,884,234,589
548,0,475,789,898,832,89,872
549,1,174,25,54,60,868,784
550,5,978,836,607,43,335,730
551,4,993,12,129,867,870,654
552,1,505,266,872,940,192,163
553,1,830,496,161,833,290,43
554,1,271,86,744,196,264,472
555,0,470,87,962,565,103,957
556,1,124,505,891,117,39,625
557,1,53,871,676,653,456,326
558,1,546,102,265,617,736,266
559,1,169,795,35,903,805,415
560,1,364,465,153,625,897,550
561,1,61,341,987,327,446,730
562,1,43,936,641,553,405,867
563,0,562,132,11,53,991,943
564,1,774,605,279,52,154,255
565,1,837,141,257,738,2,320
566,1,970,572,561,641,499,256
567,1,938,879,283,728,877,218
568,4,500,843,561,56,836,762
569,1,682,155,67,150,223,689
570,0,733,80,546,231,494,492
571,0,803,193,789,752,41,521
572,0,820,563,36,805,769,628
573,0,34,484,371,699,960,673
574,1,582,313,796,145,250,463
575,1,679,317,977,721,975,45
576,1,368,58,928,632,655,222
577,1,574,204,347,566,366,606
578,1,621,854,213,196,620,440
579,1,695,198,679,484,568,514
580,3,623,566,804,631,654,92
581,1,124,181,905,260,208,629
582,1,860,624,878,699,726,281
583,1,685,771,199,960,124,364
584,3,187,511,456,546,591,388
585,0,9,475,196,48,795,421
586,0,29,985,322,304,46,600
587,0,888,826,396,431,546,734
588,1,195,10,794,122,820,538
589,3,598,206,822,233,210,640
590,0,542,63,43,973,455,330
591,1,417,40,83,841,407,706
592,1,755,701,856,882,703,460
593,1,431,95,10,152,968,376
594,0,371,780,488,672,635,585
595,0,186,586,145,99,895,142
596,1,643,871,155,181,493,397
597,1,254,452,651,3,5,788
598,1,738,614,420,886,46,971
599,0,307,179,646,427,320,434
600,0,626,24,874,729,550,742
601,1,293,404,133,500,310,448
602,1,993,422,400,476,176,694
603,1,947,523,655,254,683,531
604,0,549,823,328,617,916,601
605,1,3,562,604,61,26,448
606,1,722,578,330,814,373,514
607,1,221,14,20,139,560,89
608,1,672,502,534,665,597,451
609,1,407,794,714,18,284,921
610,0,957,794,776,173,937,254
611,1,805,201,780,543,434,632
612,1,328,623,117,505,202,450
613,3,382,126,784,319,792,592
614,0,795,985,441,988,827,633
615,1,651,31,921,499,335,13
616,1,463,146,245,210,222,70
617,1,355,207,445,701,413,73
618,4,875,37,213,987,547,685
619,4,522,927,255,28,473,767
620,1,292,697,913,766,390,819
621,3,352,448,636,947,30,49
622,1,507,697,600,380,786,694
623,1,282,379,362,665,523,136
624,0,401,925,139,886,650,457
625,0,134,281,463,934,546,556
626,1,532,115,986,17,323,58
627,1,959,612,655,361,721,25
628,1,320,824,548,789,102,866
629,1,689,162,314,482,708,147
630,1,679,328,741,804,655,834
631,3,705,37,51,702,659,602
632,1,311,984,608,61,483,52
633,0,172,734,174,994,109,921
634,0,459,8,987,843,301,188
635,0,765,620,275,963,458,481
636,5,268,969,448,860,239,563
637,4,589,162,501,45,174,696
638,0,570,271,862,866,551,437
639,3,587,918,18,894,607,463
640,1,550,304,652,15,848,55
641,3,721,649,117,661,139,751
642,1,654,681,832,388,215,147
643,1,89,265,141,474,943,308
644,1,503,204,452,64,864,705
645,1,619,48,51,483,196,713
646,1,105,657,28,146,721,787
647,1,707,223,892,782,841,633
648,1,904,719,863,177,332,830
649,1,982,859,517,869,336,412
650,1,561,173,202,356,578,211
651,0,771,298,917,191,184,928
652,1,958,326,85,145,397,608
653,3,680,297,158,722,721,875
654,1,823,646,687,209,337,542
655,1,20,602,34,139,553,55
656,5,980,18,695,388,624,484
657,0,69,883,501,27,191,223
658,0,129,967,882,532,767,10
659,1,984,191,538,611,261,58
660,1,661,778,43,993,805,296
661,1,247,752,831,432,527,383
662,4,452,162,609,796,293,11
663,1,967,125,711,879,542,178
664,1,392,523,651,255,6,913
665,0,273,282,159,749,866,158
666,1,351,989,443,797,454,544
667,0,835,880,464,154,177,119
668,1,698,945,817,838,276,923
669,5,842,499,344,413,646,179
670,0,872,122,456,261,845,825
671,1,474,598,982,650,311,132
672,0,201,279,657,982,541,633
673,1,544,653,44,892,116,43
674,1,710,197,992,260,480,628
675,1,74,904,409,845,852,36
676,0,284,181,865,946,670,814
677,1,401,500,187,735,519,207
678,1,38,644,975,415,317,488
679,1,867,245,974,272,990,791
680,1,765,642,214,781,224,771
681,1,79,411,226,640,810,310
682,1,377,907,100,797,651,523
683,0,656,642,122,496,461,455
684,1,633,364,18,218,956,478
685,0,846,703,364,137,663,73
686,0,316,419,170,518,402,514
687,0,354,262,169,655,979,137
688,1,282,504,620,739,524,248
689,0,184,460,557,565,433,253
690,1,824,248,912,518,224,503
691,1,216,117,980,45,507,353
692,1,282,606,733,405,270,195
693,1,543,850,726,528,513,100
694,1,273,966,939,256,949,592
695,0,266,662,92,317,658,83
696,0,734,196,233,130,961,944
697,1,690,403,485,582,66,340
698,1,584,832,590,68,63,181
699,4,600,222,374,25,372,651
700,3,720,497,988,676,897,962
701,1,680,763,112,38,244,325
702,0,401,464,123,805,985,137
703,1,111,723,814,271,270,563
704,1,186,708,10,508,663,657
705,1,816,186,347,559,778,344
706,1,45,501,471,324,155,643
707,0,190,770,681,727,941,838
708,1,10,76,42,719,760,810
709,1,826,115,355,933,774,397
710,3,894,103,93,684,764,26
711,1,654,841,896,228,147,877
712,3,814,509,119,731,529,200
713,1,959,785,345,509,832,110
714,3,217,766,63,501,953,67
715,0,962,867,565,310,606,663
716,1,256,459,395,534,74,29
717,1,143,26,198,133,238,523
718,0,615,586,261,363,205,443
719,0,58,690,746,902,884,968
720,0,753,771,292,640,567,345
721,1,408,615,994,218,598,951
722,0,919,312,66,500,903,490
723,0,786,104,753,808,276,295
724,1,995,409,776,366,51,744
725,1,606,563,505,873,307,436
726,0,75,546,54,549,106,261
727,1,598,604,121,342,253,842
728,1,727,610,333,840,977,257
729,1,707,875,309,82,535,263
730,0,370,888,937,72,891,350
731,1,212,185,666,922,222,569
732,0,170,733,787,159,331,380
733,3,223,915,680,516,178,453
734,0,952,502,202,56,576,128
735,1,206,698,381,651,140,500
736,3,949,531,965,439,573,327
737,5,994,378,171,215,938,564
738,1,202,536,452,470,875,366
739,1,648,572,31,994,973,998
740,1,281,322,510,699,827,503
741,3,209,286,538,182,882,945
742,1,34,551,646,949,352,349
743,1,425,409,113,366,853,179
744,3,852,256,674,55,670,965
745,1,781,749,43,526,835,592
746,1,700,749,202,823,532,273
747,0,10,683,606,967,173,796
748,1,751,23,216,120,586,191
749,1,480,110,141,955,97,951
750,0,760,930,807,851,493,460
751,0,716,754,565,178,640,496
752,0,378,649,442,705,616,838
753,1,525,39,563,841,663,588
754,1,402,110,388,945,886,555
755,0,79,714,821,828,434,289
756,0,554,943,64,174,369,6
757,1,675,577,736,137,382,656
758,0,378,212,115,217,42,483
759,3,402,367,305,374,203,856
760,1,270,205,597,444,573,280
761,1,362,386,170,551,788,808
762,1,7,587,963,918,577,783
763,1,380,820,983,657,121,954
764,1,929,775,671,529,557,202
765,1,334,669,947,359,112,710
766,1,999,441,462,254,492,610
767,1,621,835,374,828,617,506
768,1,989,507,424,111,0,220
769,1,734,868,674,898,932,631
770,1,607,689,584,283,233,877
771,0,79,936,523,605,434,436
772,1,621,941,95,969,351,415
773,1,40,193,323,840,430,525
774,0,772,43,237,101,706,215
775,1,300,56,967,395,856,165
776,1,981,95,701,888,803,423
777,3,269,726,201,779,588,333
778,1,756,415,221,945,907,158
779,0,808,43,493,683,15,38
780,4,120,177,964,951,28,619
781,3,163,42,560,839,650,284
782,1,93,492,791,542,538,638
783,0,78,968,904,362,129,488
784,1,698,351,677,836,78,678
785,1,91,297,102,269,150,938
786,1,588,748,41,105,534,712
787,0,316,582,840,773,173,898
788,1,95,328,246,957,191,952
789,1,131,312,886,839,655,519
790,3,322,177,88,85,464,771
791,1,335,605,29,732,811,217
792,1,82,888,902,881,900,531
793,1,529,273,935,662,216,77
794,1,411,595,936,925,785,343
795,1,156,106,514,952,440,805
796,1,981,944,294,163,29,130
797,1,397,554,381,707,155,733
798,1,545,411,929,153,562,203
799,3,552,257,993,51,249,267
800,1,323,775,411,326,334,409
801,0,742,513,256,323,414,786
802,0,41,278,490,716,821,325
803,3,938,522,969,282,759,80
804,0,76,49,308,636,51,273
805,3,145,784,52,634,530,685
806,1,168,79,773,220,675,500
807,0,194,625,563,297,594,974
808,3,94,788,236,189,385,338
809,0,162,579,987,76,405,420
810,1,177,951,67,716,417,377
811,0,59,850,822,673,138,239
812,3,839,541,726,69,515,677
813,0,489,946,851,335,391,763
814,0,949,73,523,228,278,978
815,0,15,567,754,73,555,697
816,1,774,732,240,562,915,759
817,0,600,743,469,827,810,614
818,1,448,251,286,821,996,837
819,0,472,636,292,852,700,498
820,1,32,314,741,872,280,685
821,3,372,148,895,858,248,187
822,1,295,781,220,165,100,258
823,4,337,697,580,710,740,669
824,0,184,968,110,139,762,193
825,0,795,783,136,508,547,330
826,0,270,286,391,672,991,720
827,1,192,810,850,86,940,367
828,3,455,651,268,780,171,694
829,0,742,716,221,443,772,725
830,4,84,50,614,338,928,591
831,1,801,463,110,586,779,1
832,0,641,445,939,869,527,108
833,1,458,956,185,17,836,860
834,0,192,684,528,375,545,187
835,0,118,263,541,496,32,69
836,0,206,741,756,286,514,303
837,1,461,975,686,335,599,930
838,0,95,184,622,449,601,400
839,1,180,999,365,279,631,247
840,1,178,646,837,968,848,41
841,1,902,471,379,270,226,699
842,0,269,249,292,139,300,110
843,1,813,573,570,41,351,412
844,0,462,983,128,725,797,71
845,1,324,321,829,351,113,248
846,1,243,650,416,557,871,199
847,0,188,260,258,115,460,442
848,1,437,983,969,605,667,158
849,1,868,88,422,117,671,0
850,1,611,641,935,497,317,961
851,3,847,315,550,199,186,120
852,1,29,982,831,514,145,472
853,0,198,168,840,580,151,720
854,2,82,17,968,836,306,382
855,1,351,355,137,525,247,192
856,1,242,733,548,417,749,404
857,1,312,852,736,336,864,892
858,1,384,778,646,288,509,999
859,1,172,897,994,323,250,322
860,0,805,137,923,849,953,445
861,1,230,426,735,731,329,7
862,2,569,621,905,828,218,929
863,0,879,343,995,254,600,915
864,0,850,136,89,486,723,657
865,3,94,558,972,708,457,62
866,1,596,599,665,423,73,704
867,0,434,129,595,590,617,30
868,0,633,905,347,413,309,754
869,3,692,293,382,147,855,859
870,0,3,200,140,926,334,323
871,1,139,95,443,905,327,157
872,1,850,228,14,776,680,919
873,1,829,581,565,395,878,843
874,1,94,7,522,939,364,422
