45,1,795,202,223,555,96,660,524,480,219,963,143,715
46,0,668,572,35,247,221,880,91,970,739,612,881,839
47,1,536,45,248,723,50,343,324,881,434,755,958,95
48,1,84,19,37,575,115,798,371,6,770,390,833,653
49,1,475,738,542,232,227,184,340,426,537,376,402,345
50,1,898,804,693,936,712,727,167,669,845,342,792,503
51,0,50,232,948,102,503,84,254,801,328,417,278,429
52,1,104,725,658,95,966,965,510,686,439,308,460,172
53,1,5,282,308,349,790,817,187,572,782,218,468,615
54,0,962,893,110,101,357,68,841,379,257,809,503,221
55,4,955,838,788,150,792,776,505,997,648,949,538,528
56,0,806,586,153,425,118,726,275,901,134,62,797,802
57,0,112,209,388,409,793,263,927,918,548,861,62,751
58,3,309,191,656,354,88,549,950,10,725,576,288,568
59,3,802,546,290,333,586,129,516,330,361,441,273,50
60,0,924,293,528,37,260,844,274,936,546,409,278,759
61,1,913,324,975,299,613,384,127,9,360,271,572,961
62,1,944,788,504,698,897,968,342,483,736,597,81,452
63,1,852,334,867,607,99,898,82,720,176,986,156,151
64,0,362,9,551,846,344,390,446,259,978,770,936,497
65,0,924,357,184,362,813,127,843,800,861,783,506,915
66,3,203,989,903,345,874,73,913,861,202,103,954,200
67,1,608,746,72,103,325,336,531,640,257,180,817,976
68,0,141,268,904,598,437,541,707,377,462,5,792,465
69,1,71,180,923,678,664,662,414,547,714,64,357,187
70,0,375,949,336,219,569,36,536,882,928,560,963,621
71,1,126,546,677,808,638,440,165,151,476,480,33,381
72,0,363,358,55,739,156,771,450,871,847,882,361,960
73,0,330,978,143,515,321,488,440,615,632,529,25,808
74,1,40,146,846,113,364,824,272,864,577,192,127,228
75,1,225,654,573,133,888,504,94,170,106,912,818,325
76,1,847,690,814,134,252,98,551,271,611,558,695,762
77,1,282,83,386,635,240,179,737,780,775,158,688,968
78,0,753,976,836,777,227,244,57,172,36,624,529,845
79,1,614,717,343,179,104,920,59,542,62,72,184,395
80,0,736,730,79,9,268,176,53,491,364,872,952,1
81,0,796,435,385,830,544,419,320,775,535,373,955,223
82,0,948,81,651,552,905,337,982,315,770,716,728,103
83,1,172,425,587,639,12,21,696,52,947,906,757,146
84,1,174,373,586,313,775,256,269,651,704,15,496,163
85,0,88,545,879,196,107,248,981,548,568,674,681,805
86,0,877,273,181,853,472,164,940,360,581,54,731,43
87,0,559,882,296,794,469,778,445,827,523,916,243,344
88,1,825,249,354,376,241,51,482,799,643,896,22,893
89,0,192,86,64,388,832,36,548,329,392,111,975,857
90,3,72,398,564,433,32,387,190,346,888,670,853,242
91,1,315,603,703,772,69,348,136,962,495,614,220,232
92,1,918,178,171,536,784,520,609,703,108,507,371,452
93,1,658,410,539,665,849,501,138,810,894,775,268,666
94,1,581,343,960,260,571,695,390,327,824,920,187,379
95,1,469,666,810,553,18,608,912,751,712,283,437,253
96,1,801,130,446,990,33,961,970,708,449,599,658,559
97,1,421,756,873,140,892,499,939,582,197,963,579,633
98,1,260,964,674,712,170,497,159,943,232,882,832,401
99,0,950,184,712,189,805,697,789,151,389,360,296,711
100,0,258,795,169,766,904,218,971,319,946,703,660,214
101,3,722,417,750,740,544,650,86,365,664,982,652,970
102,0,807,598,575,497,65,519,851,312,142,733,220,144
103,1,431,152,583,409,722,260,195,64,76,920,109,412
104,1,912,754,171,678,399,570,282,191,823,494,348,844
105,1,994,173,968,771,215,376,857,222,144,121,576,979
106,1,37,80,62,951,375,60,422,851,99,895,834,646
107,1,730,545,874,581,132,420,949,429,994,963,857,159
108,4,255,292,995,327,609,204,322,604,654,546,551,289
109,1,484,159,55,619,541,216,323,918,584,331,671,873
110,1,153,899,38,747,488,107,499,257,759,472,817,939
111,0,271,886,100,856,973,956,264,341,218,845,29,470
112,4,477,275,170,169,265,864,475,80,862,808,415,798
113,3,477,935,709,515,561,335,89,270,114,992,923,767
114,0,791,126,190,646,645,60,54,763,818,739,146,540
115,3,980,957,248,943,104,126,229,291,540,335,764,361
116,1,981,655,668,954,110,856,768,818,999,703,641,397
117,0,184,185,249,507,493,400,238,381,228,124,279,324
118,1,338,389,651,716,465,313,143,869,648,43,345,366
119,1,376,623,239,908,74,708,158,836,877,384,636,233
120,1,654,819,996,407,269,227,32,627,902,360,283,65
121,0,114,90,288,862,792,723,169,894,502,795,431,43
122,1,63,905,411,145,954,630,291,327,603,820,614,822
123,0,389,494,164,88,883,652,748,853,276,274,895,323
124,1,979,162,796,624,689,206,795,396,970,21,409,115
125,0,118,391,547,360,260,628,271,528,456,727,878,306
126,0,492,110,153,386,361,88,234,753,448,847,888,305
127,1,12,933,496,816,890,777,784,128,583,829,418,206
128,1,606,688,220,573,468,847,854,178,778,867,722,922
129,0,111,541,411,809,372,681,462,509,944,409,638,182
130,0,244,871,343,586,357,856,520,981,778,389,730,6
131,3,112,190,477,97,503,576,495,980,733,277,947,484
132,1,397,665,898,48,627,52,936,948,413,572,302,157
133,1,773,346,657,184,524,451,833,348,304,244,656,559
134,1,396,34,827,949,36,694,403,705,561,988,824,703
135,0,403,418,432,820,71,986,451,331,487,201,950,370
136,1,793,693,861,367,783,218,278,679,244,284,792,253
137,1,573,526,949,937,451,387,379,581,814,41,217,43
138,1,239,591,825,182,952,63,344,934,712,584,447,781
139,0,639,720,935,698,212,143,989,112,791,226,44,25
140,5,940,781,974,610,933,683,476,565,640,72,830,29
141,1,681,524,421,426,47,532,887,194,923,565,61,570
142,1,663,910,233,738,644,909,185,480,181,919,828,466
143,0,940,889,182,441,910,560,313,566,323,348,574,997
144,1,68,168,538,147,198,298,431,110,757,866,225,200
145,1,445,189,492,328,984,102,237,312,327,691,393,775
146,0,885,69,874,107,608,899,387,238,99,707,229,724
147,0,447,236,37,420,726,888,493,727,439,340,58,21
148,1,437,230,37,400,246,276,372,387,436,710,491,617
149,1,513,695,196,861,710,55,901,479,949,496,228,67
150,1,380,781,307,632,624,619,433,161,524,292,870,979
151,0,919,93,391,491,997,451,563,82,382,759,361,205
152,3,878,899,75,407,258,598,967,76,271,308,849,14
153,1,422,437,213,633,602,725,873,702,188,121,397,955
154,1,349,500,644,113,117,826,849,195,81,984,180,411
155,1,859,691,834,762,806,802,757,557,410,951,179,188
156,0,602,978,22,549,826,624,852,76,105,659,182,706
157,1,366,743,716,836,470,647,74,652,110,584,644,348
158,1,323,343,466,652,103,591,341,133,555,455,475,521
159,1,134,676,264,672,924,997,542,620,605,501,711,237
160,0,493,668,207,659,975,823,985,301,299,354,342,602
161,1,306,640,446,485,2,75,663,616,517,370,351,267
162,1,62,49,706,143,339,898,951,409,491,295,285,956
163,3,862,553,325,655,297,276,842,342,345,77,82,129
164,1,910,258,915,603,788,941,599,302,987,898,694,632
165,1,607,779,612,849,746,142,512,781,689,599,396,281
166,3,103,977,141,642,942,258,647,509,179,277,690,162
167,0,778,55,438,543,225,232,891,395,0,418,939,574
168,1,678,151,423,959,458,880,993,233,158,430,547,537
169,1,668,881,229,716,166,875,725,146,712,69,560,485
170,1,278,338,640,897,822,133,332,915,165,539,6,410
171,0,477,423,685,986,624,657,29,946,631,443,945,377
172,0,886,393,102,690,323,297,8,88,876,999,420,674
173,1,926,929,132,778,290,381,277,716,666,708,94,790
174,0,902,908,64,850,291,310,451,417,385,222,571,973
175,4,92,579,565,904,262,32,58,456,502,408,40,559
176,0,602,617,321,36,48,446,882,738,790,733,864,695
177,1,997,338,481,807,453,437,350,246,430,785,141,731
178,1,510,165,781,530,534,256,756,229,162,884,131,893
179,4,840,628,274,996,511,466,99,865,395,421,154,643
180,4,557,345,12,525,94,433,921,494,745,870,855,845
181,1,557,286,867,143,735,70,463,343,443,745,7,379
182,0,597,402,745,896,559,532,653,623,969,214,425,181
183,1,941,919,29,555,100,237,735,357,790,210,730,271
184,0,39,367,194,932,424,313,740,773,414,109,48,780
185,1,418,469,293,338,830,952,54,844,160,626,113,705
186,1,215,258,71,601,910,833,766,916,691,494,715,202
187,0,91,864,73,746,280,24,210,243,311,526,940,515
188,0,152,822,752,42,821,714,183,172,836,203,762,570
189,0,12,819,945,11,481,641,637,946,914,205,563,816
190,1,841,762,11,453,376,742,45,638,629,125,900,819
191,0,266,116,669,939,970,832,114,705,502,547,895,315
192,3,174,482,951,634,9,150,301,80,105,524,941,51
193,3,954,622,629,98,563,833,709,102,878,919,125,400
194,5,69,121,606,506,961,925,9,417,338,348,755,494
195,0,975,736,249,440,43,797,259,546,806,90,519,280
196,1,50,901,46,943,204,455,235,515,241,372,150,828
197,0,888,814,348,477,417,738,8,970,473,441,442,718
198,0,973,177,343,404,269,531,892,779,719,982,647,998
199,4,243,511,293,527,71,486,144,335,139,462,107,428
200,1,132,208,722,146,290,480,609,390,165,346,802,578
201,0,74,805,575,706,447,682,727,446,159,991,506,185
202,1,141,270,310,103,937,842,642,106,74,558,875,217
203,1,174,265,348,627,4,404,356,843,771,936,538,625
204,0,160,969,371,289,48,1,682,823,770,970,97,791
205,0,932,666,859,211,107,274,296,980,683,495,362,365
206,1,757,818,463,32,940,449,47,413,525,600,130,474
207,0,18,934,517,710,63,340,594,300,771,866,974,746
208,0,58,768,473,592,368,520,923,430,257,947,565,685
209,3,90,244,320,25,345,99,221,853,384,840,187,581
210,0,768,415,250,863,699,353,215,298,514,955,164,222
211,0,112,83,781,100,897,707,892,14,372,328,944,217
212,1,47,706,483,688,985,883,896,836,517,23,357,942
213,1,64,465,466,423,925,458,979,773,182,649,223,705
214,1,939,181,811,691,114,880,726,841,998,350,648,373
215,1,533,223,236,508,514,359,528,149,773,588,11,762
216,1,493,461,529,981,492,846,223,803,545,404,857,272
217,4,660,966,437,912,563,547,32,325,322,614,612,777
218,5,579,609,465,871,606,874,232,997,198,19,981,501
219,1,109,301,853,876,940,73,724,593,862,77,700,859
220,1,290,638,962,52,925,641,610,904,527,492,945,162
221,1,401,86,725,411,825,823,440,199,58,386,999,864
222,1,102,375,55,752,141,327,837,161,778,153,712,511
223,0,99,950,948,327,482,898,857,991,235,484,638,503
224,0,261,13,999,964,218,177,282,372,247,605,268,19
225,4,101,736,411,477,946,128,708,580,852,36,700,621
226,1,10,780,676,519,452,699,869,421,732,313,666,912
227,0,932,619,659,605,631,969,892,603,106,270,146,922
228,0,452,742,865,824,609,509,587,977,598,464,923,817
229,0,230,177,339,322,435,333,353,425,190,140,989,820
230,3,67,916,934,126,466,197,278,762,558,995,99,597
231,1,334,809,566,73,825,715,961,575,425,849,612,510
232,1,244,938,735,560,55,427,132,845,755,141,448,117
233,1,866,746,231,113,257,644,501,319,477,742,841,888
234,1,739,156,290,85,191,367,102,924,552,451,455,298
235,1,954,167,973,854,883,639,738,150,342,354,443,572
236,0,833,473,505,409,440,987,557,800,699,263,403,972
237,1,520,674,52,580,111,170,280,180,763,975,23,993
238,5,79,304,460,577,647,698,498,57,968,75,515,974
239,1,4,3,522,738,512,904,504,931,409,736,938,711
240,0,388,722,263,934,714,179,563,545,361,727,793,477
241,0,740,386,200,408,403,586,951,733,148,990,47,625
242,1,109,437,573,870,876,374,204,545,886,471,764,424
243,1,127,929,471,442,389,285,830,853,262,736,792,657
244,0,481,490,600,291,218,22,778,292,673,855,516,683
245,1,754,177,745,64,865,660,157,944,6,981,962,337
246,1,589,616,937,69,118,78,276,511,291,153,779,447
247,1,572,162,22,341,255,714,622,963,67,457,607,971
248,1,53,582,441,262,487,268,465,475,923,401,603,573
249,1,655,842,221,330,81,509,357,739,885,916,498,444
250,1,963,986,984,128,327,370,579,854,180,428,599,594
251,1,375,278,224,728,170,859,542,752,325,586,2,921
252,1,238,182,97,116,32,386,917,723,165,437,64,616
253,0,314,21,578,683,105,813,519,91,128,937,581,356
254,1,938,167,249,863,658,66,372,451,918,80,198,783
255,0,688,139,923,696,397,871,36,469,180,836,305,801
256,3,749,222,369,555,580,535,348,303,38,278,130,890
257,0,336,875,766,425,897,470,735,478,926,279,910,885
258,1,365,36,92,948,124,811,624,105,954,411,815,743
259,1,868,532,173,246,402,977,394,729,999,305,653,710
260,1,409,173,184,686,291,96,883,63,541,206,112,282
261,0,285,863,200,473,74,500,230,956,652,253,365,7
262,1,672,553,758,319,411,933,37,183,39,945,392,156
263,1,625,495,53,730,664,101,94,387,311,155,463,2
264,1,891,612,794,860,100,996,242,316,68,147,972,411
265,1,551,85,325,182,993,986,35,219,713,55,126,835
266,1,275,788,713,512,119,590,702,878,363,112,263,819
267,1,39,22,405,610,281,291,448,244,598,318,962,675
268,1,844,223,747,68,631,116,653,569,187,526,718,427
269,1,313,112,867,821,418,982,360,331,593,992,660,844
270,3,213,156,810,120,289,310,80,495,808,940,115,458
271,1,255,694,225,40,214,988,937,995,217,505,240,722
272,0,679,872,213,249,952,72,863,192,171,227,456,964
273,0,294,924,796,454,73,477,649,126,138,67,396,629
274,1,720,157,920,754,981,953,188,562,587,788,113,844
275,1,84,938,794,265,678,486,496,437,752,548,251,148
276,0,821,219,15,96,505,552,343,586,79,604,155,123
277,1,181,544,957,974,754,350,445,278,594,139,561,206
278,0,469,946,226,434,947,340,591,358,206,131,447,512
279,1,802,65,571,316,831,268,521,137,925,294,18,556
280,0,144,914,843,789,361,619,299,704,105,524,463,522
281,0,611,719,226,839,170,238,188,721,684,965,629,847
282,0,533,609,961,559,113,729,834,101,336,709,146,299
283,0,628,275,608,495,644,81,714,634,501,761,956,539
284,1,799,987,983,68,572,768,708,853,405,390,544,516
285,1,814,882,867,225,145,371,61,629,992,125,804,479
286,1,739,968,29,2,580,861,630,508,524,19,662,546
287,1,627,602,181,353,524,573,183,739,303,399,901,469
288,0,706,482,654,36,588,464,653,359,365,75,437,393
289,0,73,116,572,896,19,765,26,32,922,786,474,938
290,1,54,228,787,33,949,792,879,527,516,446,393,660
291,1,225,494,285,880,36,832,31,264,726,764,585,340
292,0,88,839,549,476,319,751,84,588,649,489,527,679
293,0,216,783,246,180,283,552,467,689,99,3,102,885
294,3,840,559,221,157,654,640,271,898,592,76,485,207
295,1,802,546,691,444,650,3,642,350,53,14,511,842
296,0,179,627,147,946,819,968,883,755,148,201,289,943
297,0,350,445,861,143,632,71,987,184,832,236,44,243
298,1,367,901,601,975,649,785,934,684,470,489,854,486
299,1,587,469,637,766,841,722,316,480,988,328,671,297
300,1,326,597,973,106,841,484,118,534,904,509,233,909
301,1,839,961,32,130,267,367,206,252,271,397,495,203
302,0,606,196,324,50,316,63,844,64,94,134,109,787
303,1,819,748,846,960,599,759,790,445,986,656,767,164
304,1,85,581,594,600,987,306,976,354,674,616,988,592
305,3,794,619,836,886,923,480,145,318,162,69,354,913
306,0,248,143,423,992,412,615,694,780,365,19,656,177
307,1,304,548,987,825,152,32,490,989,968,667,680,641
308,1,650,721,33,958,677,708,712,282,786,478,763,724
309,1,880,809,265,191,194,116,86,625,717,391,677,312
310,0,157,404,920,504,820,380,412,583,998,214,352,242
311,1,671,790,728,586,297,995,245,489,457,615,34,237
312,0,841,446,619,25,552,926,284,652,64,383,921,377
313,0,741,595,735,560,610,801,196,754,177,282,515,838
314,1,44,570,533,980,938,721,913,121,604,813,908,52
315,0,863,470,374,439,288,16,582,394,366,856,151,155
316,1,23,241,46,979,495,363,767,604,533,902,680,402
317,0,166,170,7,501,120,69,759,143,727,477,595,623
318,1,832,529,65,892,397,512,298,634,593,367,536,822
319,0,978,378,877,380,780,337,223,582,951,687,784,917
320,1,364,864,418,477,65,969,771,160,528,814,868,330
321,1,824,771,953,565,147,948,307,412,978,243,413,274
322,1,837,674,138,428,449,241,352,121,424,700,520,190
323,5,487,490,137,92,430,477,633,453,947,927,77,943
324,1,426,956,814,660,704,333,330,933,16,895,33,644
325,4,702,804,684,195,483,438,382,764,90,754,152,670
326,1,825,571,373,6,753,551,690,189,308,387,174,453
327,0,124,754,122,713,193,324,355,704,672,852,570,580
328,1,550,223,947,708,891,728,494,943,249,237,166,319
329,3,909,380,361,819,675,280,360,451,929,518,953,826
330,5,452,135,449,26,0,784,668,574,956,483,429,556
331,0,842,219,495,12,594,543,19,66,998,301,629,194
332,0,378,600,810,261,354,956,346,330,148,154,71,108
333,0,809,597,276,628,6,877,932,354,901,583,473,121
334,0,763,2,181,596,121,976,143,472,868,532,257,193
335,0,479,407,620,117,725,844,708,732,230,682,79,939
336,0,622,976,714,88,209,143,709,155,713,232,675,493
337,1,396,504,782,417,442,177,217,256,795,499,461,855
338,0,370,587,647,552,226,836,619,674,845,162,412,502
339,1,846,700,467,372,829,582,402,803,741,465,919,158
340,1,765,680,292,295,24,927,526,149,2,240,580,10
341,1,757,146,986,601,527,133,874,504,582,725,251,535
342,0,960,314,72,581,299,215,339,990,844,237,468,471
343,1,702,409,608,836,242,359,982,59,473,663,801,656
344,0,257,792,155,610,224,805,368,637,427,575,702,339
345,0,219,267,836,146,110,2,709,392,353,543,445,97
346,1,44,855,406,170,399,547,939,1,354,658,608,338
347,3,995,20,364,507,178,223,140,272,680,327,690,130
348,1,275,103,323,928,206,561,691,299,715,438,902,255
349,3,951,883,219,324,998,107,555,25,4,673,229,821
350,1,297,843,585,377,839,103,545,759,682,120,636,110
351,1,787,375,988,722,231,840,408,657,899,874,29,558
352,0,293,904,483,704,798,85,141,469,581,609,110,145
353,1,104,182,269,261,408,99,720,800,469,226,139,718
354,0,47,88,673,936,418,258,32,479,834,530,42,356
355,1,182,474,90,786,76,852,166,321,608,749,682,227
356,1,864,436,679,576,989,650,98,121,11,128,648,797
357,1,178,971,511,348,244,153,973,552,184,497,828,849
358,1,821,465,377,862,758,916,587,252,779,324,406,421
359,1,513,215,643,238,58,665,636,365,878,12,785,869
360,1,331,298,445,842,421,527,353,570,121,752,190,905
361,0,201,678,349,695,591,985,661,606,594,497,336,106
362,0,542,321,654,107,517,154,857,701,295,319,558,660
363,5,73,517,481,829,574,609,457,835,486,906,498,987
364,0,668,774,496,405,232,624,108,857,435,711,591,350
365,1,980,240,196,207,158,151,931,197,59,413,296,250
366,0,5,337,243,874,627,325,903,860,479,760,513,747
367,1,932,656,610,832,865,195,918,907,147,61,814,675
368,1,329,762,59,146,44,166,254,324,673,612,787,991
369,3,344,821,719,83,800,790,507,483,878,631,762,616
370,1,717,824,574,462,111,725,457,177,596,182,527,609
371,0,620,183,719,903,285,520,613,316,409,622,182,541
372,0,351,118,177,489,578,975,988,32,685,473,63,477
373,1,996,403,66,604,799,92,675,443,974,652,230,906
374,0,811,611,332,736,262,64,300,453,449,991,440,376
375,1,583,307,724,48,916,104,67,522,519,96,42,874
376,1,836,756,172,139,162,173,453,119,576,678,853,779
377,1,620,29,771,257,304,444,698,894,931,763,276,4
378,1,492,194,195,331,582,976,229,712,245,450,748,648
379,1,586,592,678,169,945,447,969,629,456,571,320,921
380,2,323,910,532,787,596,537,948,845,621,856,754,813
381,1,167,808,782,641,427,253,92,39,817,615,431,340
382,1,28,465,619,42,928,676,185,773,39,913,551,170
383,1,584,415,598,920,664,745,770,549,594,811,229,864
384,1,941,590,579,344,345,773,230,622,468,921,762,343
385,1,932,311,320,426,255,252,936,343,723,263,249,347
386,1,25,548,655,391,506,869,44,195,206,556,539,259
387,1,679,613,961,171,985,323,157,399,163,650,49,609
388,1,668,35,612,889,485,487,848,721,851,258,757,700
389,1,867,236,770,414,193,461,156,816,758,464,661,118
390,1,627,80,322,92,247,534,508,132,437,605,74,957
391,1,139,728,895,351,463,952,869,147,235,248,374,230
392,0,64,941,479,845,342,855,708,939,504,268,55,139
393,1,861,287,335,508,148,528,357,995,808,925,380,476
394,1,895,524,768,389,805,968,505,539,88,589,959,459
395,1,673,327,429,943,435,413,85,947,71,647,194,412
396,3,778,495,494,100,949,182,43,692,782,150,533,691
397,0,202,226,806,408,770,7,747,396,827,224,971,640
398,1,10,571,339,150,66,234,487,612,477,381,731,134
399,0,269,138,312,113,400,980,302,559,348,894,892,386
400,1,885,767,149,870,697,34,558,553,814,914,712,617
401,2,70,658,704,840,169,535,497,833,22,11,208,505
402,0,221,463,172,123,242,842,285,23,8,375,483,195
403,3,33,305,331,565,841,784,816,877,917,827,155,158
404,1,496,899,749,280,538,87,157,444,513,373,971,881
405,3,521,127,413,115,454,613,85,583,219,355,963,592
406,0,163,183,10,777,436,859,44,546,321,245,364,630
407,3,401,648,362,43,946,453,957,551,168,381,65,759
408,1,547,763,682,621,783,771,594,413,503,583,12,324
409,0,349,961,302,858,795,979,141,459,564,188,842,385
410,1,945,801,830,44,239,905,109,726,337,273,449,82
411,1,99,103,596,320,574,746,874,880,794,474,589,581
412,4,470,944,593,19,382,566,244,281,199,632,134,252
413,1,707,383,859,973,436,217,938,552,701,950,862,343
414,1,537,60,823,288,441,147,891,328,84,901,851,742
415,0,618,747,954,619,432,639,590,870,877,2,854,782
416,4,16,425,580,813,388,613,561,652,998,887,261,833
417,5,80,46,423,955,930,213,126,871,66,496,442,187
418,0,295,648,872,849,902,736,426,538,443,836,496,490
419,5,224,295,741,900,131,5,484,892,308,459,973,773
420,1,808,491,259,657,694,942,347,254,171,130,582,826
421,0,994,27,122,383,112,580,848,603,146,110,780,523
422,1,264,924,362,428,138,849,895,281,411,867,906,677
423,0,756,116,857,633,955,494,175,293,107,518,372,229
424,1,455,656,417,186,248,336,820,59,84,37,899,226
425,1,977,700,842,985,290,572,472,723,114,886,431,23
426,1,37,536,913,56,268,36,982,289,281,892,76,872
427,0,463,450,416,673,114,609,40,705,368,636,824,680
428,0,838,433,218,737,465,27,243,441,810,569,187,870
429,1,696,594,246,238,65,48,884,103,862,626,921,70
430,0,87,780,806,792,770,668,652,901,71,544,743,640
431,1,693,261,793,494,6,980,901,571,54,396,134,725
432,1,18,141,219,629,853,77,182,712,482,348,264,666
433,1,582,388,771,428,883,434,825,780,998,362,53,34
434,4,928,818,157,481,457,671,703,720,911,62,595,902
435,2,438,320,694,841,445,74,163,979,105,268,57,156
436,1,624,906,512,355,386,549,154,734,661,118,102,566
437,1,763,430,255,478,320,596,265,136,982,508,689,200
438,1,780,296,685,603,476,862,549,313,817,766,512,864
439,0,830,138,157,482,810,168,886,47,791,571,11,230
440,3,561,249,898,283,925,955,233,557,741,20,240,155
441,0,733,599,306,14,989,160,773,187,535,329,645,105
442,1,197,780,545,854,751,182,583,822,641,440,716,532
443,0,61,680,246,961,301,719,348,547,391,551,569,818
444,1,393,544,334,605,982,969,811,673,490,981,243,506
445,1,596,290,865,380,940,144,804,341,967,170,292,931
446,1,774,775,188,890,655,579,165,763,85,5,416,856
447,1,258,312,410,186,92,864,765,75,380,430,72,138
448,4,775,946,197,920,28,303,568,13,191,55,31,943
449,1,733,78,102,970,458,106,687,926,759,374,937,86
450,0,941,119,6,343,44,359,180,777,624,770,649,677
451,0,559,836,615,957,516,891,27,236,545,698,924,608
452,1,123,284,416,855,598,490,743,563,794,519,854,101
453,0,305,953,114,87,164,60,491,97,295,728,117,925
454,0,543,384,127,365,612,85,843,847,559,282,255,947
455,0,723,251,132,158,835,901,771,836,982,960,415,215
456,0,68,947,101,491,588,245,826,769,938,697,634,885
457,1,632,152,469,360,86,991,237,328,377,225,122,842
458,0,767,44,198,147,314,633,120,379,242,685,690,931
459,1,373,241,244,951,958,82,240,283,254,93,676,944
460,3,44,927,64,947,933,754,45,283,88,496,603,499
461,1,703,870,63,436,306,190,44,501,316,266,343,935
462,1,724,634,529,389,927,625,620,127,104,38,466,331
463,0,297,596,237,849,867,420,959,359,132,198,272,822
464,1,436,219,784,757,305,915,265,511,836,772,684,278
465,1,878,659,516,952,267,921,61,496,428,889,673,837
466,4,71,558,875,794,3,285,450,755,809,473,431,205
467,1,186,187,946,555,302,869,364,782,497,466,47,50
468,1,915,149,777,200,242,514,424,70,606,632,301,129
469,1,60,544,84,315,803,717,511,459,123,155,161,316
470,1,14,901,261,371,738,172,422,33,910,372,29,977
471,1,970,166,303,296,847,309,374,880,488,73,654,293
472,1,323,406,377,893,352,573,682,851,169,483,59,567
473,1,745,0,974,849,142,119,898,61,916,165,585,854
474,1,172,124,722,328,751,997,48,179,125,530,55,703
475,1,591,823,950,206,467,21,406,968,889,421,776,355
476,1,947,388,134,559,543,319,176,769,451,154,144,160
477,1,140,182,345,968,54,398,910,759,737,793,59,298
478,1,851,780,648,292,394,322,330,835,506,29,22,70
479,0,884,113,853,948,506,451,541,262,559,381,495,643
480,1,115,156,893,599,883,40,867,957,578,162,447,837
481,0,852,717,462,920,117,859,245,780,373,90,720,435
482,3,23,328,668,846,307,263,970,394,373,603,476,878
483,0,8,599,454,142,702,283,213,50,669,977,356,664
484,3,479,951,608,647,22,568,672,186,324,136,58,498
485,1,106,192,179,546,234,993,821,596,513,231,700,574
486,1,638,281,107,776,874,366,450,292,53,408,492,317
487,0,422,97,69,520,184,983,262,89,613,488,647,712
488,0,185,240,933,937,198,698,923,135,145,199,985,78
489,1,714,761,169,199,97,392,411,936,211,26,863,152
490,1,378,927,950,878,851,647,838,864,612,585,210,816
491,0,115,973,584,123,640,751,730,637,917,506,840,287
492,1,50,569,553,728,667,528,158,376,675,453,268,770
493,0,807,262,934,530,194,17,661,120,952,38,311,975
494,0,368,942,758,692,200,38,136,797,846,598,390,792
495,1,541,750,379,279,1,769,168,288,67,264,513,816
496,1,42,560,216,623,516,455,817,184,352,758,535,35
497,0,105,546,200,350,373,996,74,646,300,879,717,858
498,1,358,798,702,912,142,12,153,737,431,510,248,439
499,0,891,448,755,859,72,575,825,252,858,648,318,765
